Pos,No,Driver,Car,Time
1,26,Jacques LaffiteLAF,Ligier Ford,1:38.880
2,16,Rene ArnouxARN,Renault,1:39.490
3,25,Didier PironiPIR,Ligier Ford,1:39.490
4,27,Alan  JonesJON,Williams Ford,1:39.500
5,28,Carlos ReutemannREU,Williams Ford,1:39.600
6,15,Jean-Pierre JabouilleJAB,Renault,1:40.180
7,8,Alain ProstPRO,McLaren Ford,1:40.630
8,5,Nelson PiquetPIQ,Brabham Ford,1:40.670
9,23,Bruno GiacomelliGIA,Alfa Romeo,1:40.850
10,22,Patrick DepaillerDEP,Alfa Romeo,1:40.890
11,9,Marc SurerSUR,ATS Ford,1:41.030
12,11,Mario AndrettiAND,Lotus Ford,1:41.560
13,7,John WatsonWAT,McLaren Ford,1:41.630
14,12,Elio de AngelisDEA,Lotus Ford,1:41.660
15,30,Jochen MassMAS,Arrows Ford,1:41.710
16,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:41.780
17,2,Gilles VilleneuveVIL,Ferrari,1:41.990
18,29,Riccardo PatresePAT,Arrows Ford,1:42.070
19,1,Jody ScheckterSCH,Ferrari,1:42.380
20,4,Derek DalyDAL,Tyrrell Ford,1:42.770
21,31,Eddie  CheeverCHE,Osella Ford,1:42.850
22,6,Ricardo ZuninoZUN,Brabham Ford,1:43.140
23,21,Keke RosbergROS,Fittipaldi Ford,1:43.160
24,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:43.210
