Pos,No,Driver,Car,Time
1,5,Nelson PiquetPIQ,Brabham Ford,1:27.328
2,27,Alan  JonesJON,Williams Ford,1:28.164
3,25,Didier PironiPIR,Ligier Ford,1:28.322
4,23,Bruno GiacomelliGIA,Alfa Romeo,1:28.575
5,28,Carlos ReutemannREU,Williams Ford,1:28.663
6,21,Keke RosbergROS,Fittipaldi Ford,1:28.702
7,7,John WatsonWAT,McLaren Ford,1:28.755
8,22,Andrea de CesarisDEC,Alfa Romeo,1:29.026
9,26,Jacques LaffiteLAF,Ligier Ford,1:29.130
10,6,Hector RebaqueREB,Brabham Ford,1:29.377
11,29,Riccardo PatresePAT,Arrows Ford,1:29.400
12,8,Alain ProstPRO,McLaren Ford,1:29.804
13,15,Jean-Pierre JabouilleJAB,Renault,1:29.932
14,31,Eddie  CheeverCHE,Osella Ford,1:29.937
15,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:30.070
16,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:30.294
17,12,Elio de AngelisDEA,Lotus Ford,1:30.316
18,11,Mario AndrettiAND,Lotus Ford,1:30.559
19,14,Jan LammersLAM,Ensign Ford,1:30.668
20,4,Derek DalyDAL,Tyrrell Ford,1:30.791
21,30,Jochen MassMAS,Arrows Ford,1:30.831
22,2,Gilles VilleneuveVIL,Ferrari,1:30.855
23,16,Rene ArnouxARN,Renault,1:30.912
24,43,Mike ThackwellTHA,Tyrrell Ford,1:31.036
