Pos,No,Driver,Car,Time
1,15,Jean-Pierre JabouilleJAB,Renault,1:10.000
2,16,Rene ArnouxARN,Renault,1:10.210
3,5,Nelson PiquetPIQ,Brabham Ford,1:11.870
4,26,Jacques LaffiteLAF,Ligier Ford,1:11.880
5,25,Didier PironiPIR,Ligier Ford,1:12.110
6,28,Carlos ReutemannREU,Williams Ford,1:12.150
7,22,Patrick DepaillerDEP,Alfa Romeo,1:12.160
8,27,Alan  JonesJON,Williams Ford,1:12.230
9,1,Jody ScheckterSCH,Ferrari,1:12.320
10,2,Gilles VilleneuveVIL,Ferrari,1:12.380
11,29,Riccardo PatresePAT,Arrows Ford,1:12.500
12,23,Bruno GiacomelliGIA,Alfa Romeo,1:12.510
13,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:12.700
14,12,Elio de AngelisDEA,Lotus Ford,1:12.740
15,11,Mario AndrettiAND,Lotus Ford,1:12.930
16,4,Derek DalyDAL,Tyrrell Ford,1:13.040
17,6,Ricardo ZuninoZUN,Brabham Ford,1:13.050
18,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:13.230
19,30,Jochen MassMAS,Arrows Ford,1:13.250
20,14,Clay RegazzoniREG,Ensign Ford,1:13.250
21,7,John WatsonWAT,McLaren Ford,1:13.610
22,31,Eddie  CheeverCHE,Osella Ford,1:13.830
23,21,Keke RosbergROS,Fittipaldi Ford,1:13.840
24,17,Geoff LeesLEE,Shadow Ford,1:14.460
