Pos,No,Driver,Car,Time
1,27,Alan  JonesJON,Williams Ford,1:45.850
2,15,Jean-Pierre JabouilleJAB,Renault,1:45.890
3,16,Rene ArnouxARN,Renault,1:46.000
4,28,Carlos ReutemannREU,Williams Ford,1:46.140
5,26,Jacques LaffiteLAF,Ligier Ford,1:46.780
6,5,Nelson PiquetPIQ,Brabham Ford,1:46.900
7,25,Didier PironiPIR,Ligier Ford,1:47.200
8,21,Keke RosbergROS,Fittipaldi Ford,1:47.640
9,11,Mario AndrettiAND,Lotus Ford,1:48.450
10,29,Riccardo PatresePAT,Arrows Ford,1:48.580
11,12,Elio de AngelisDEA,Lotus Ford,1:48.590
12,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:48.700
13,9,Marc SurerSUR,ATS Ford,1:48.720
14,8,Alain ProstPRO,McLaren Ford,1:48.750
15,6,Hector RebaqueREB,Brabham Ford,1:48.780
16,2,Gilles VilleneuveVIL,Ferrari,1:48.860
17,30,Jochen MassMAS,Arrows Ford,1:48.930
18,31,Eddie  CheeverCHE,Osella Ford,1:49.060
19,23,Bruno GiacomelliGIA,Alfa Romeo,1:49.110
20,7,John WatsonWAT,McLaren Ford,1:49.260
21,1,Jody ScheckterSCH,Ferrari,1:49.350
22,4,Derek DalyDAL,Tyrrell Ford,1:49.510
23,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:49.520
24,14,Jan LammersLAM,Ensign Ford,1:50.300
