Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:30.270
2,15,Jean-Pierre JabouilleJAB,Renault,1:31.480
3,27,Alan  JonesJON,Williams Ford,1:32.950
4,28,Carlos ReutemannREU,Williams Ford,1:33.070
5,26,Jacques LaffiteLAF,Ligier Ford,1:33.160
6,25,Didier PironiPIR,Ligier Ford,1:33.220
7,5,Nelson PiquetPIQ,Brabham Ford,1:33.390
8,23,Bruno GiacomelliGIA,Alfa Romeo,1:33.640
9,12,Elio de AngelisDEA,Lotus Ford,1:33.760
10,4,Derek DalyDAL,Tyrrell Ford,1:34.170
11,21,Keke RosbergROS,Fittipaldi Ford,1:34.330
12,8,Alain ProstPRO,McLaren Ford,1:34.350
13,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:34.630
14,6,Hector RebaqueREB,Brabham Ford,1:34.860
15,2,Gilles VilleneuveVIL,Ferrari,1:34.870
16,9,Marc SurerSUR,ATS Ford,1:35.100
17,11,Mario AndrettiAND,Lotus Ford,1:35.210
18,29,Riccardo PatresePAT,Arrows Ford,1:35.290
19,31,Eddie  CheeverCHE,Osella Ford,1:35.400
20,50,Rupert KeeganKEE,Williams Ford,1:35.530
21,7,John WatsonWAT,McLaren Ford,1:35.560
22,1,Jody ScheckterSCH,Ferrari,1:35.610
23,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:35.670
24,43,Nigel MansellMAN,Lotus Ford,1:35.710
