Pos,No,Driver,Car,Time
1,27,Alan  JonesJON,Williams Ford,1:44.170
2,26,Jacques LaffiteLAF,Ligier Ford,1:44.440
3,25,Didier PironiPIR,Ligier Ford,1:44.640
4,5,Nelson PiquetPIQ,Brabham Ford,1:45.020
5,12,Elio de AngelisDEA,Lotus Ford,1:45.460
6,11,Mario AndrettiAND,Lotus Ford,1:45.780
7,29,Riccardo PatresePAT,Arrows Ford,1:46.010
8,2,Gilles VilleneuveVIL,Ferrari,1:46.070
9,15,Jean-Pierre JabouilleJAB,Renault,1:46.150
10,28,Carlos ReutemannREU,Williams Ford,1:46.190
11,1,Jody ScheckterSCH,Ferrari,1:46.280
12,8,Alain ProstPRO,McLaren Ford,1:46.750
13,21,Keke RosbergROS,Fittipaldi Ford,1:46.970
14,30,Jochen MassMAS,Arrows Ford,1:47.050
15,14,Clay RegazzoniREG,Ensign Ford,1:47.180
16,6,Ricardo ZuninoZUN,Brabham Ford,1:47.410
17,7,John WatsonWAT,McLaren Ford,1:47.700
18,3,Jean-Pierre JarierJAR,Tyrrell Ford,1:47.830
19,16,Rene ArnouxARN,Renault,1:48.240
20,23,Bruno GiacomelliGIA,Alfa Romeo,1:48.440
21,9,Marc SurerSUR,ATS Ford,1:48.860
22,4,Derek DalyDAL,Tyrrell Ford,1:48.950
23,22,Patrick DepaillerDEP,Alfa Romeo,1:49.200
24,20,Emerson FittipaldiFIT,Fittipaldi Ford,1:49.420
