Pos,No,Driver,Car,Lap,Time
1,5,Damon HillHIL,Williams Renault,67,1:20.093
2,6,Jacques VilleneuveVIL,Williams Renault,38,1:20.507
3,1,Michael SchumacherMSC,Ferrari,41,1:20.912
4,9,Olivier PanisPAN,Ligier Mugen Honda,46,1:21.562
5,4,Gerhard BergerBER,Benetton Renault,52,1:21.733
6,15,Heinz-Harald FrentzenFRE,Sauber Ford,16,1:21.882
7,3,Jean AlesiALE,Benetton Renault,5,1:21.932
8,2,Eddie IrvineIRV,Ferrari,19,1:22.099
9,7,Mika HakkinenHAK,McLaren Mercedes,47,1:22.257
10,14,Johnny HerbertHER,Sauber Ford,19,1:22.343
11,8,David CoulthardCOU,McLaren Mercedes,19,1:22.760
12,11,Rubens BarrichelloBAR,Jordan Peugeot,26,1:23.181
13,12,Martin BrundleBRU,Jordan Peugeot,3,1:23.889
14,17,Jos VerstappenVER,Footwork Hart,7,1:24.018
15,16,Ricardo RossetROS,Footwork Hart,18,1:24.026
16,18,Ukyo KatayamaKAT,Tyrrell Yamaha,51,1:24.040
17,20,Pedro LamyLAM,Minardi Ford,5,1:25.006
18,21,Giovanni LavaggiLAV,Minardi Ford,10,1:25.626
19,10,Pedro DinizDIN,Ligier Mugen Honda,1,1:40.435
