Pos,No,Driver,Car,Lap,Time,Avg speed
1,7,David CoulthardCOU,McLaren Mercedes,17,1:46.116,231.471
2,8,Mika HakkinenHAK,McLaren Mercedes,17,1:46.252,231.174
3,1,Jacques VilleneuveVIL,Williams Mecachrome,35,1:46.274,231.127
4,9,Damon HillHIL,Jordan Mugen Honda,37,1:46.317,231.033
5,10,Ralf SchumacherRSC,Jordan Mugen Honda,7,1:46.350,230.961
6,3,Michael SchumacherMSC,Ferrari,37,1:46.381,230.894
7,4,Eddie IrvineIRV,Ferrari,36,1:46.459,230.725
8,5,Giancarlo FisichellaFIS,Benetton Playlife,15,1:46.831,229.922
9,6,Alexander WurzWUR,Benetton Playlife,16,1:46.880,229.816
10,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,32,1:46.890,229.795
11,14,Jean AlesiALE,Sauber Petronas,43,1:46.964,229.636
12,15,Johnny HerbertHER,Sauber Petronas,15,1:47.345,228.821
13,18,Rubens BarrichelloBAR,Stewart Ford,17,1:47.544,228.397
14,11,Olivier PanisPAN,Prost Peugeot,41,1:47.775,227.908
15,12,Jarno TrulliTRU,Prost Peugeot,27,1:48.446,226.497
16,21,Toranosuke TakagiTAK,Tyrrell Ford,22,1:48.608,226.160
17,17,Mika SaloSAL,Arrows,34,1:48.899,225.555
18,19,Jos VerstappenVER,Stewart Ford,5,1:49.147,225.043
19,22,Shinji NakanoNAK,Minardi Ford,17,1:49.424,224.473
20,23,Esteban TueroTUE,Minardi Ford,12,1:50.314,222.662
21,16,Pedro DinizDIN,Arrows,2,1:51.259,220.771
