Pos,No,Driver,Car,Lap,Time,Avg speed
1,3,Michael SchumacherMSC,Ferrari,47,1:19.379,200.501
2,7,David CoulthardCOU,McLaren Mercedes,12,1:20.852,196.848
3,5,Giancarlo FisichellaFIS,Benetton Playlife,35,1:20.942,196.629
4,1,Jacques VilleneuveVIL,Williams Mecachrome,61,1:21.233,195.925
5,4,Eddie IrvineIRV,Ferrari,53,1:21.327,195.698
6,11,Olivier PanisPAN,Prost Peugeot,40,1:21.669,194.879
7,6,Alexander WurzWUR,Benetton Playlife,66,1:21.694,194.819
8,16,Pedro DinizDIN,Arrows,66,1:21.814,194.533
9,9,Damon HillHIL,Jordan Mugen Honda,26,1:21.933,194.251
10,18,Rubens BarrichelloBAR,Stewart Ford,44,1:22.239,193.528
11,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,13,1:22.430,193.080
12,19,Jan MagnussenMAG,Stewart Ford,33,1:22.867,192.061
13,22,Shinji NakanoNAK,Minardi Ford,67,1:22.907,191.969
14,23,Esteban TueroTUE,Minardi Ford,53,1:22.939,191.895
15,20,Ricardo RossetROS,Tyrrell Ford,59,1:23.418,190.793
16,15,Johnny HerbertHER,Sauber Petronas,10,1:23.466,190.683
17,17,Mika SaloSAL,Arrows,9,1:24.451,188.459
