Pos,No,Driver,Car,Lap,Time,Avg speed
1,3,Michael SchumacherMSC,Ferrari,12,1:35.704,193.346
2,8,Mika HakkinenHAK,McLaren Mercedes,2,1:35.961,192.828
3,7,David CoulthardCOU,McLaren Mercedes,3,1:36.120,192.509
4,4,Eddie IrvineIRV,Ferrari,12,1:36.530,191.691
5,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,2,1:36.884,190.991
6,1,Jacques VilleneuveVIL,Williams Mecachrome,12,1:37.199,190.372
7,14,Jean AlesiALE,Sauber Petronas,11,1:37.202,190.366
8,9,Damon HillHIL,Jordan Mugen Honda,12,1:37.223,190.325
9,15,Johnny HerbertHER,Sauber Petronas,12,1:37.343,190.090
10,10,Ralf SchumacherRSC,Jordan Mugen Honda,9,1:37.389,190.000
11,16,Pedro DinizDIN,Arrows,10,1:37.887,189.034
12,6,Alexander WurzWUR,Benetton Playlife,12,1:37.982,188.851
13,17,Mika SaloSAL,Arrows,9,1:38.160,188.508
14,5,Giancarlo FisichellaFIS,Benetton Playlife,9,1:38.424,188.002
15,18,Rubens BarrichelloBAR,Stewart Ford,11,1:40.097,184.860
16,20,Ricardo RossetROS,Tyrrell Ford,10,1:40.948,183.302
17,19,Jos VerstappenVER,Stewart Ford,12,1:41.114,183.001
18,21,Toranosuke TakagiTAK,Tyrrell Ford,4,1:41.629,182.074
19,11,Olivier PanisPAN,Prost Peugeot,11,1:42.346,180.798
20,22,Shinji NakanoNAK,Minardi Ford,33,1:43.755,178.343
21,12,Jarno TrulliTRU,Prost Peugeot,29,1:44.083,177.781
22,23,Esteban TueroTUE,Minardi Ford,3,1:44.700,176.733
