Pos,No,Driver,Car,Lap,Time,Avg speed
1,3,Michael SchumacherMSC,Ferrari,60,1:19.286,180.349
2,1,Jacques VilleneuveVIL,Williams Mecachrome,57,1:20.078,178.565
3,2,Heinz-Harald FrentzenFRE,Williams Mecachrome,57,1:20.356,177.948
4,8,Mika HakkinenHAK,McLaren Mercedes,30,1:20.545,177.530
5,7,David CoulthardCOU,McLaren Mercedes,28,1:20.546,177.528
6,9,Damon HillHIL,Jordan Mugen Honda,75,1:20.680,177.233
7,10,Ralf SchumacherRSC,Jordan Mugen Honda,71,1:20.875,176.806
8,4,Eddie IrvineIRV,Ferrari,11,1:20.984,176.568
9,5,Giancarlo FisichellaFIS,Benetton Playlife,48,1:21.060,176.402
10,15,Johnny HerbertHER,Sauber Petronas,37,1:21.329,175.819
11,14,Jean AlesiALE,Sauber Petronas,35,1:21.439,175.581
12,6,Alexander WurzWUR,Benetton Playlife,48,1:21.479,175.495
13,21,Toranosuke TakagiTAK,Tyrrell Ford,48,1:22.495,173.334
14,11,Olivier PanisPAN,Prost Peugeot,17,1:22.538,173.243
15,18,Rubens BarrichelloBAR,Stewart Ford,50,1:23.294,171.671
16,12,Jarno TrulliTRU,Prost Peugeot,25,1:23.318,171.621
17,16,Pedro DinizDIN,Arrows,43,1:23.429,171.393
18,22,Shinji NakanoNAK,Minardi Ford,50,1:23.573,171.098
19,19,Jos VerstappenVER,Stewart Ford,48,1:23.644,170.953
20,17,Mika SaloSAL,Arrows,18,1:23.716,170.806
21,23,Esteban TueroTUE,Minardi Ford,7,1:25.450,167.339
