Pos,No,Driver,Car,Lap,Time,Avg speed
1,5,Michael SchumacherMSC,Ferrari,39,1:32.099,201.226
2,3,Kimi RäikkönenRAI,McLaren Mercedes,43,1:32.472,200.415
3,1,Fernando AlonsoALO,Renault,37,1:32.532,200.285
4,2,Giancarlo FisichellaFIS,Renault,46,1:32.964,199.354
5,6,Felipe MassaMAS,Ferrari,19,1:33.099,199.065
6,4,Juan Pablo MontoyaMOY,McLaren Mercedes,47,1:33.571,198.061
7,10,Nico RosbergROS,Williams Cosworth,48,1:33.579,198.044
8,7,Ralf SchumacherRSC,Toyota,27,1:33.607,197.985
9,11,Rubens BarrichelloBAR,Honda,59,1:33.952,197.258
10,8,Jarno TrulliTRU,Toyota,58,1:33.953,197.256
11,16,Nick HeidfeldHEI,Sauber BMW,47,1:34.035,197.084
12,17,Jacques VilleneuveVIL,Sauber BMW,38,1:34.037,197.079
13,12,Jenson ButtonBUT,Honda,9,1:34.042,197.069
14,21,Scott SpeedSPE,STR Cosworth,57,1:34.091,196.966
15,15,Christian KlienKLI,RBR Ferrari,16,1:34.553,196.004
16,9,Mark WebberWEB,Williams Cosworth,11,1:35.415,194.233
17,19,Christijan AlbersALB,MF1 Toyota,35,1:35.428,194.207
18,18,Tiago MonteiroMON,MF1 Toyota,41,1:35.504,194.052
19,22,Takuma SatoSAT,Super Aguri Honda,26,1:36.706,191.640
20,23,Franck MontagnyMON,Super Aguri Honda,21,1:37.214,190.639
21,14,David CoulthardCOU,RBR Ferrari,2,2:24.500,128.254
