Pos,No,Driver,Car,Lap,Time,Avg speed
1,1,Fernando AlonsoALO,Renault,14,1:32.676,225.572
2,5,Michael SchumacherMSC,Ferrari,32,1:32.792,225.290
3,6,Felipe MassaMAS,Ferrari,37,1:33.296,224.073
4,3,Kimi RäikkönenRAI,McLaren Mercedes,24,1:33.344,223.958
5,12,Jenson ButtonBUT,Honda,35,1:33.451,223.702
6,17,Robert KubicaKUB,Sauber BMW,39,1:33.509,223.563
7,2,Giancarlo FisichellaFIS,Renault,13,1:33.564,223.432
8,7,Ralf SchumacherRSC,Toyota,2,1:33.607,223.329
9,8,Jarno TrulliTRU,Toyota,2,1:33.866,222.713
10,11,Rubens BarrichelloBAR,Honda,40,1:34.071,222.227
11,4,Pedro de la RosaDLR,McLaren Mercedes,22,1:34.120,222.112
12,20,Vitantonio LiuzziLIU,STR Cosworth,22,1:34.131,222.086
13,16,Nick HeidfeldHEI,Sauber BMW,31,1:34.525,221.160
14,21,Scott SpeedSPE,STR Cosworth,37,1:34.560,221.078
15,10,Nico RosbergROS,Williams Cosworth,33,1:34.802,220.514
16,14,David CoulthardCOU,RBR Ferrari,20,1:35.052,219.934
17,22,Takuma SatoSAT,Super Aguri Honda,26,1:35.082,219.864
18,9,Mark WebberWEB,Williams Cosworth,19,1:35.092,219.841
19,15,Robert DoornbosDOO,RBR Ferrari,37,1:35.099,219.825
20,18,Tiago MonteiroMON,MF1 Toyota,27,1:35.260,219.454
21,23,Sakon YamamotoYAM,Super Aguri Honda,22,1:35.594,218.687
22,19,Christijan AlbersALB,MF1 Toyota,19,1:36.036,217.680
