Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,33,Max VerstappenVER,Red Bull Racing Honda,44,17:27:50,1:44.481,206.839
2,11,Sergio PerezPER,Red Bull Racing Honda,45,17:29:39,1:44.687,206.432
3,44,Lewis HamiltonHAM,Mercedes,43,17:26:10,1:44.769,206.270
4,5,Sebastian VettelVET,Aston Martin Mercedes,41,17:22:43,1:44.890,206.032
5,22,Yuki TsunodaTSU,AlphaTauri Honda,46,17:31:37,1:44.939,205.936
6,10,Pierre GaslyGAS,AlphaTauri Honda,44,17:28:02,1:45.220,205.386
7,4,Lando NorrisNOR,McLaren Mercedes,41,17:22:50,1:45.326,205.180
8,16,Charles LeclercLEC,Ferrari,46,17:31:36,1:45.382,205.071
9,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,44,17:28:14,1:45.575,204.696
10,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,43,17:26:27,1:45.601,204.645
11,14,Fernando AlonsoALO,Alpine Renault,42,17:24:40,1:45.624,204.601
12,77,Valtteri BottasBOT,Mercedes,43,17:26:30,1:45.665,204.521
13,55,Carlos SainzSAI,Ferrari,42,17:24:37,1:45.700,204.454
14,3,Daniel RicciardoRIC,McLaren Mercedes,43,17:26:25,1:45.713,204.428
15,63,George RussellRUS,Williams Mercedes,43,17:26:33,1:45.959,203.954
16,18,Lance StrollSTR,Aston Martin Mercedes,28,16:54:28,1:46.207,203.478
17,6,Nicholas LatifiLAT,Williams Mercedes,42,17:24:51,1:46.608,202.712
18,47,Mick SchumacherMSC,Haas Ferrari,41,17:23:06,1:47.624,200.799
19,9,Nikita MazepinMAZ,Haas Ferrari,40,17:22:16,1:47.747,200.569
20,31,Esteban OconOCO,Alpine Renault,2,16:07:50,1:50.850,194.955
