Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,8,Fernando AlonsoALO,Ferrari,1:46.541,1:45.809,1:45.390,21
2,5,Sebastian VettelVET,RBR Renault,1:46.960,1:45.561,1:45.457,17
3,2,Lewis HamiltonHAM,McLaren Mercedes,1:48.296,1:46.042,1:45.571,18
4,1,Jenson ButtonBUT,McLaren Mercedes,1:48.032,1:46.490,1:45.944,18
5,6,Mark WebberWEB,RBR Renault,1:47.088,1:45.908,1:45.977,19
6,9,Rubens BarrichelloBAR,Williams Cosworth,1:48.183,1:47.019,1:46.236,22
7,4,Nico RosbergROS,Mercedes,1:48.554,1:46.783,1:46.443,18
8,11,Robert KubicaKUB,Renault,1:47.657,1:46.949,1:46.593,15
9,3,Michael SchumacherMSC,Mercedes,1:48.425,1:47.160,1:46.702,17
10,23,Kamui KobayashiKOB,Sauber Ferrari,1:48.908,1:47.599,1:47.884,18
11,17,Jaime AlguersuariALG,STR Ferrari,1:48.127,1:47.666,,16
12,10,Nico HulkenbergHUL,Williams Cosworth,1:47.984,1:47.674,,13
13,12,Vitaly PetrovPET,Renault,1:48.906,1:48.165,,13
14,16,Sebastien BuemiBUE,STR Ferrari,1:49.063,1:48.502,,16
15,22,Nick HeidfeldHEI,Sauber Ferrari,1:48.696,1:48.557,,16
16,14,Adrian SutilSUT,Force India Mercedes,1:48.496,1:48.899,,14
17,15,Vitantonio LiuzziLIU,Force India Mercedes,1:48.988,1:48.961,,11
18,24,Timo GlockGLO,Virgin Cosworth,1:50.721,,,9
19,19,Heikki KovalainenKOV,Lotus Cosworth,1:50.915,,,9
20,25,Lucas di GrassiDIG,Virgin Cosworth,1:51.107,,,9
21,18,Jarno TrulliTRU,Lotus Cosworth,1:51.641,,,10
22,20,Christian KlienKLI,HRT Cosworth,1:52.946,,,7
23,21,Bruno SennaSEN,HRT Cosworth,1:54.174,,,9
24,7,Felipe MassaMAS,Ferrari,DNF,,,2
