Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,6,Mark WebberWEB,RBR Renault,1:57.352,1:47.253,1:45.778,21
2,2,Lewis HamiltonHAM,McLaren Mercedes,1:56.706,1:46.211,1:45.863,18
3,11,Robert KubicaKUB,Renault,1:56.041,1:47.320,1:46.100,19
4,5,Sebastian VettelVET,RBR Renault,1:58.487,1:47.245,1:46.127,23
5,1,Jenson ButtonBUT,McLaren Mercedes,1:57.981,1:46.790,1:46.206,18
6,7,Felipe MassaMAS,Ferrari,1:58.323,1:47.322,1:46.314,20
7,9,Rubens BarrichelloBAR,Williams Cosworth,1:55.757,1:47.797,1:46.602,19
8,14,Adrian SutilSUT,Force India Mercedes,1:58.730,1:47.292,1:46.659,18
9,10,Nico HulkenbergHUL,Williams Cosworth,1:55.442,1:47.821,1:47.053,20
10,8,Fernando AlonsoALO,Ferrari,1:57.023,1:47.544,1:47.441,21
11,3,Michael SchumacherMSC,Mercedes,1:56.313,1:47.874,,16
12,4,Nico RosbergROS,Mercedes,1:54.826,1:47.885,,16
13,17,Jaime AlguersuariALG,STR Ferrari,1:58.944,1:48.267,,17
14,15,Vitantonio LiuzziLIU,Force India Mercedes,2:01.102,1:48.680,,14
15,16,Sebastien BuemiBUE,STR Ferrari,2:00.386,1:49.209,,16
16,19,Heikki KovalainenKOV,Lotus Cosworth,2:01.343,1:50.980,,12
17,24,Timo GlockGLO,Virgin Cosworth,2:01.316,1:52.049,,16
18,18,Jarno TrulliTRU,Lotus Cosworth,2:01.491,,,9
19,23,Kamui KobayashiKOB,Sauber Ferrari,2:02.284,,,6
20,21,Bruno SennaSEN,HRT Cosworth,2:03.612,,,7
21,20,Sakon YamamotoYAM,HRT Cosworth,2:03.941,,,8
22,22,Pedro de la RosaDLR,Sauber Ferrari,2:05.294,,,6
23,25,Lucas di GrassiDIG,Virgin Cosworth,2:18.754,,,5
24,12,Vitaly PetrovPET,Renault,DNS,,,1
