Pos,No,Driver,Car,Q1,Q2,Q3,Laps
1,5,Sebastian VettelVET,RBR Renault,1:55.029,1:53.883,1:54.101,14
2,7,Felipe MassaMAS,Ferrari,1:55.313,1:54.331,1:54.242,16
3,8,Fernando AlonsoALO,Ferrari,1:54.612,1:54.172,1:54.608,20
4,2,Lewis HamiltonHAM,McLaren Mercedes,1:55.341,1:54.707,1:55.217,19
5,4,Nico RosbergROS,Mercedes,1:55.463,1:54.682,1:55.241,13
6,6,Mark WebberWEB,RBR Renault,1:55.298,1:54.318,1:55.284,13
7,3,Michael SchumacherMSC,Mercedes,1:55.593,1:55.105,1:55.524,15
8,1,Jenson ButtonBUT,McLaren Mercedes,1:55.715,1:55.168,1:55.672,17
9,11,Robert KubicaKUB,Renault,1:55.511,1:54.963,1:55.885,17
10,14,Adrian SutilSUT,Force India Mercedes,1:55.213,1:54.996,1:56.309,16
11,9,Rubens BarrichelloBAR,Williams Cosworth,1:55.969,1:55.330,,12
12,15,Vitantonio LiuzziLIU,Force India Mercedes,1:55.628,1:55.653,,13
13,10,Nico HulkenbergHUL,Williams Cosworth,1:56.375,1:55.857,,14
14,22,Pedro de la RosaDLR,Sauber Ferrari,1:56.428,1:56.237,,13
15,16,Sebastien BuemiBUE,STR Ferrari,1:56.189,1:56.265,,14
16,23,Kamui KobayashiKOB,Sauber Ferrari,1:56.541,1:56.270,,13
17,12,Vitaly PetrovPET,Renault,1:56.167,1:56.619,,14
18,17,Jaime AlguersuariALG,STR Ferrari,1:57.071,,,6
19,24,Timo GlockGLO,Virgin Cosworth,1:59.728,,,7
20,18,Jarno TrulliTRU,Lotus Cosworth,1:59.852,,,6
21,19,Heikki KovalainenKOV,Lotus Cosworth,2:00.313,,,7
22,25,Lucas di GrassiDIG,Virgin Cosworth,2:00.587,,,7
23,21,Bruno SennaSEN,HRT Cosworth,2:03.240,,,6
24,20,Karun ChandhokCHD,HRT Cosworth,2:04.904,,,7
