Pos,No,Driver,Car,Laps,Time/retired,Pts
1,18,Juan Manuel FangioFAN,Mercedes-Benz,22,3:45:45.800,8
2,1,Jose Froilan GonzalezGON,Ferrari,,SHC,3
2,1,Mike HawthornHAW,Ferrari,22,+96.500s,3
3,2,Maurice  TrintignantTRI,Ferrari,22,+308.600s,4
4,19,Karl KlingKLI,Mercedes-Benz,22,+366.500s,4
5,7,Sergio MantovaniMAN,Maserati,22,+530.500s,2
6,4,Piero  TaruffiTAR,Ferrari,21,+1 lap,0
7,15,Harry SchellSCH,Maserati,21,+1 lap,0
8,25,Louis  RosierROS,Ferrari,21,+1 lap,0
9,24,Robert  ManzonMAN,Ferrari,20,+2 laps,0
10,9,Jean BehraBEH,Gordini,20,+2 laps,0
NC,14,Prince BiraBIR,Maserati,18,DNF,0
NC,21,Hermann LangLAN,Mercedes-Benz,10,DNF,0
NC,11,Clemar BucciBUC,Gordini,8,DNF,0
NC,22,Theo HelfrichHEL,Klenk BMW,8,DNF,0
NC,20,Hans  HerrmannHER,Mercedes-Benz,7,DNF,0
NC,10,Paul FrereFRE,Gordini,4,DNF,0
NC,3,Mike HawthornHAW,Ferrari,3,DNF,0
NC,8,Roberto MieresMIE,Maserati,2,DNF,0
NC,16,Stirling MossMOS,Maserati,1,DNF,0
NC,12,Andre PilettePIL,Gordini,0,DNF,0
