Pos,No,Driver,Car,Laps,Time/retired,Pts
1,18,Juan Manuel FangioFAN,Mercedes-Benz,61,2:42:47.900,8
2,20,Karl KlingKLI,Mercedes-Benz,61,+0.100s,6
3,34,Robert  ManzonMAN,Ferrari,60,+1 lap,4
4,46,Prince BiraBIR,Maserati,60,+1 lap,3
5,14,Luigi  VilloresiVIL,Maserati,58,+3 laps,2
6,24,Jean BehraBEH,Gordini,56,+5 laps,0
NC,28,Paul FrereFRE,Gordini,50,DNF,0
NC,4,Maurice  TrintignantTRI,Ferrari,36,DNF,0
NC,36,Louis  RosierROS,Ferrari,27,DNF,0
NC,12,Onofre MarimonMAR,Maserati,27,DNF,0
NC,16,Roberto MieresMIE,Maserati,24,DNF,0
NC,42,Ken  WhartonWHA,Maserati,19,DNF,0
NC,48,Harry SchellSCH,Maserati,19,DNF,0
NC,22,Hans  HerrmannHER,Mercedes-Benz,16,DNF,1
NC,44,Roy SalvadoriSAL,Maserati,15,DNF,0
NC,2,Jose Froilan GonzalezGON,Ferrari,13,DNF,0
NC,32,Lance MacklinMAC,HWM Alta,10,DNF,0
NC,30,Georges BergerBER,Gordini,9,DNF,0
NC,6,Mike HawthornHAW,Ferrari,9,DNF,0
NC,26,Jacques  PolletPOL,Gordini,8,DNF,0
NC,10,Alberto AscariASC,Maserati,1,DNF,0
