Pos,No,Driver,Car,Time,Gap,Laps
1,16,Nico RosbergROS,Williams Toyota,1:36.133,,17
2,9,Jarno TrulliTRU,Toyota,1:36.272,+0.139s,22
3,1,Lewis HamiltonHAM,McLaren Mercedes,1:36.330,+0.197s,17
4,22,Jenson ButtonBUT,Brawn Mercedes,1:36.463,+0.330s,16
5,8,Nelson PiquetPIQ,Renault,1:36.464,+0.331s,16
6,3,Felipe MassaMAS,Ferrari,1:36.528,+0.395s,18
7,2,Heikki KovalainenKOV,McLaren Mercedes,1:36.547,+0.414s,13
8,17,Kazuki NakajimaNAK,Williams Toyota,1:36.560,+0.427s,17
9,4,Kimi RäikkönenRAI,Ferrari,1:36.568,+0.435s,17
10,23,Rubens BarrichelloBAR,Brawn Mercedes,1:36.642,+0.509s,17
11,6,Nick HeidfeldHEI,Sauber BMW,1:36.702,+0.569s,14
12,5,Robert KubicaKUB,Sauber BMW,1:36.742,+0.609s,14
13,12,Sebastien BuemiBUE,STR Ferrari,1:36.742,+0.609s,16
14,11,Sebastien BourdaisBOU,STR Ferrari,1:36.834,+0.701s,17
15,14,Mark WebberWEB,RBR Renault,1:37.330,+1.197s,8
16,15,Sebastian VettelVET,RBR Renault,1:37.349,+1.216s,7
17,20,Adrian SutilSUT,Force India Mercedes,1:37.534,+1.401s,17
18,21,Giancarlo FisichellaFIS,Force India Mercedes,1:37.732,+1.599s,18
19,7,Fernando AlonsoALO,Renault,1:38.003,+1.870s,6
20,10,Timo GlockGLO,Toyota,1:39.110,+2.977s,6
