Pos,No,Driver,Car,Time,Gap,Laps
1,1,Lewis HamiltonHAM,McLaren Mercedes,1:47.632,,15
2,15,Sebastian VettelVET,RBR Renault,1:47.909,+0.277s,17
3,16,Nico RosbergROS,Williams Toyota,1:48.332,+0.700s,18
4,2,Heikki KovalainenKOV,McLaren Mercedes,1:48.420,+0.788s,14
5,5,Robert KubicaKUB,Sauber BMW,1:48.501,+0.869s,16
6,6,Nick HeidfeldHEI,Sauber BMW,1:48.526,+0.894s,13
7,23,Rubens BarrichelloBAR,Brawn Mercedes,1:48.551,+0.919s,16
8,10,Timo GlockGLO,Toyota,1:48.673,+1.041s,17
9,12,Sebastien BuemiBUE,STR Ferrari,1:48.754,+1.122s,17
10,9,Jarno TrulliTRU,Toyota,1:48.757,+1.125s,12
11,17,Kazuki NakajimaNAK,Williams Toyota,1:48.831,+1.199s,17
12,4,Kimi RäikkönenRAI,Ferrari,1:48.864,+1.232s,16
13,14,Mark WebberWEB,RBR Renault,1:48.876,+1.244s,15
14,22,Jenson ButtonBUT,Brawn Mercedes,1:48.921,+1.289s,17
15,7,Fernando AlonsoALO,Renault,1:49.032,+1.400s,15
16,21,Vitantonio LiuzziLIU,Force India Mercedes,1:49.055,+1.423s,16
17,20,Adrian SutilSUT,Force India Mercedes,1:49.122,+1.490s,17
18,11,Jaime AlguersuariALG,STR Ferrari,1:49.399,+1.767s,17
19,8,Romain GrosjeanGRO,Renault,1:49.641,+2.009s,16
20,3,Giancarlo FisichellaFIS,Ferrari,1:50.039,+2.407s,21
