Pos,No,Driver,Car,Time,Gap,Laps
1,10,Timo GlockGLO,Toyota,1:32.605,,16
2,3,Felipe MassaMAS,Ferrari,1:32.728,+0.123s,20
3,16,Nico RosbergROS,Williams Toyota,1:32.906,+0.301s,18
4,1,Lewis HamiltonHAM,McLaren Mercedes,1:32.975,+0.370s,16
5,4,Kimi RäikkönenRAI,Ferrari,1:32.986,+0.381s,18
6,8,Nelson PiquetPIQ,Renault,1:33.176,+0.571s,19
7,5,Robert KubicaKUB,Sauber BMW,1:33.195,+0.590s,13
8,17,Kazuki NakajimaNAK,Williams Toyota,1:33.302,+0.697s,17
9,9,Jarno TrulliTRU,Toyota,1:33.397,+0.792s,19
10,6,Nick HeidfeldHEI,Sauber BMW,1:33.415,+0.810s,14
11,15,Sebastian VettelVET,RBR Renault,1:33.443,+0.838s,16
12,2,Heikki KovalainenKOV,McLaren Mercedes,1:33.478,+0.873s,12
13,7,Fernando AlonsoALO,Renault,1:33.482,+0.877s,13
14,20,Adrian SutilSUT,Force India Mercedes,1:33.534,+0.929s,17
15,22,Jenson ButtonBUT,Brawn Mercedes,1:33.586,+0.981s,17
16,23,Rubens BarrichelloBAR,Brawn Mercedes,1:33.686,+1.081s,17
17,12,Sebastien BuemiBUE,STR Ferrari,1:33.720,+1.115s,15
18,14,Mark WebberWEB,RBR Renault,1:33.726,+1.121s,14
19,21,Giancarlo FisichellaFIS,Force India Mercedes,1:33.962,+1.357s,15
20,11,Sebastien BourdaisBOU,STR Ferrari,1:34.990,+2.385s,7
