Pos,No,Driver,Car,Time,Gap,Laps
1,7,Fernando AlonsoALO,Renault,1:15.164,,24
2,22,Jenson ButtonBUT,Brawn Mercedes,1:15.233,+0.069s,29
3,2,Heikki KovalainenKOV,McLaren Mercedes,1:15.278,+0.114s,24
4,23,Rubens BarrichelloBAR,Brawn Mercedes,1:15.286,+0.122s,26
5,3,Felipe MassaMAS,Ferrari,1:15.293,+0.129s,23
6,4,Kimi RäikkönenRAI,Ferrari,1:15.382,+0.218s,25
7,1,Lewis HamiltonHAM,McLaren Mercedes,1:15.389,+0.225s,23
8,15,Sebastian VettelVET,RBR Renault,1:15.722,+0.558s,23
9,16,Nico RosbergROS,Williams Toyota,1:15.758,+0.594s,23
10,14,Mark WebberWEB,RBR Renault,1:15.985,+0.821s,24
11,17,Kazuki NakajimaNAK,Williams Toyota,1:16.103,+0.939s,22
12,20,Adrian SutilSUT,Force India Mercedes,1:16.228,+1.064s,20
13,11,Sebastien BourdaisBOU,STR Ferrari,1:16.301,+1.137s,23
14,21,Giancarlo FisichellaFIS,Force India Mercedes,1:16.317,+1.153s,29
15,8,Nelson PiquetPIQ,Renault,1:16.382,+1.218s,27
16,12,Sebastien BuemiBUE,STR Ferrari,1:16.432,+1.268s,22
17,10,Timo GlockGLO,Toyota,1:16.527,+1.363s,29
18,5,Robert KubicaKUB,Sauber BMW,1:16.599,+1.435s,26
19,6,Nick HeidfeldHEI,Sauber BMW,1:16.661,+1.497s,22
20,9,Jarno TrulliTRU,Toyota,1:16.810,+1.646s,26
