Pos,No,Driver,Car,Laps,Time/retired,Pts
1,11,Graham HillHIL,BRM,15,2:38:45.300,9
2,14,John SurteesSUR,Lola Climax,15,+2.500s,6
3,7,Dan GurneyGUR,Porsche,15,+4.400s,4
4,5,Jim ClarkCLA,Lotus Climax,15,+42.100s,3
5,9,Bruce McLarenMCL,Cooper Climax,15,+79.600s,2
6,3,Ricardo  Rodriguez ROD,Ferrari,15,+83.800s,1
7,8,Jo BonnierBON,Porsche,15,+277.300s,0
8,12,Richie GintherGIN,BRM,15,+300.100s,0
9,10,Tony MaggsMAG,Cooper Climax,15,+306.800s,0
10,2,Giancarlo BaghettiBAG,Ferrari,15,+494.700s,0
11,25,Ian Burgess BUR,Cooper Climax,15,+495.300s,0
12,19,Jo SiffertSIF,Lotus Climax,15,+498.500s,0
13,18,Carel Godin de Beaufort DEB,Porsche,15,+551.800s,0
14,32,Heini  Walter WAL,Porsche,14,+1 lap,0
15,26,Nino VaccarellaVAC,Porsche,14,+1 lap,0
16,21,Lucien BianchiBIA,ENB Maserati,14,+1 lap,0
17,20,Jackie  Lewis LEW,Cooper Climax,10,DNF,0
NC,16,Jack BrabhamBRA,Brabham Climax,9,DNF,0
NC,1,Phil HillHIL,Ferrari,9,DNF,0
NC,27,Keith  Greene GRE,Gilby BRM,7,DNF,0
NC,17,Maurice  TrintignantTRI,Lotus Climax,4,DNF,0
NC,4,Lorenzo BandiniBAN,Ferrari,4,DNF,0
NC,15,Roy SalvadoriSAL,Lola Climax,4,DNF,0
NC,28,Heinz  Schiller SCH,Lotus BRM,4,DNF,0
NC,31,Bernard  Collomb COL,Cooper Climax,2,DNF,0
NC,6,Trevor  Taylor TAY,Lotus Climax,0,DNF,0
