Pos,No,Driver,Car,Laps,Time/retired,Pts
1,14,Graham HillHIL,BRM,86,2:29:08.400,9
2,12,Richie GintherGIN,BRM,86,+29.800s,6
3,28,Bruce McLarenMCL,Cooper Climax,86,+57.800s,4
4,8,Willy MairesseMAI,Ferrari,86,+58.200s,3
5,2,Giancarlo BaghettiBAG,Ferrari,86,+91.300s,2
6,18,Jo BonnierBON,Porsche,85,+1 lap,1
7,30,Tony MaggsMAG,Cooper Climax,85,+1 lap,0
8,6,Lorenzo BandiniBAN,Ferrari,84,+2 laps,0
9,24,Nino VaccarellaVAC,Lotus Climax,84,+2 laps,0
10,32,Carel Godin de Beaufort DEB,Porsche,81,+5 laps,0
11,10,Phil HillHIL,Ferrari,81,+5 laps,0
12,38,Masten GregoryGRE,Lotus BRM,77,+9 laps,0
13,16,Dan GurneyGUR,Porsche,66,DNF,0
14,4,Ricardo  Rodriguez ROD,Ferrari,63,DNF,0
NC,40,Innes IrelandIRE,Lotus Climax,45,DNF,0
NC,46,John SurteesSUR,Lola Climax,42,DNF,0
NC,44,Roy SalvadoriSAL,Lola Climax,41,DNF,0
NC,22,Trevor  Taylor TAY,Lotus Climax,25,DNF,0
NC,48,Tony  Settember SET,Emeryson Climax,18,DNF,0
NC,36,Maurice  TrintignantTRI,Lotus Climax,17,DNF,0
NC,20,Jim ClarkCLA,Lotus Climax,12,DNF,0
