Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:18.978,,27
2,1,Max VerstappenVER,Red Bull Racing RBPT,1:19.223,+0.245s,22
3,55,Carlos SainzSAI,Ferrari,1:19.376,+0.398s,27
4,14,Fernando AlonsoALO,Alpine Renault,1:19.537,+0.559s,22
5,11,Sergio PerezPER,Red Bull Racing RBPT,1:19.658,+0.680s,20
6,31,Esteban OconOCO,Alpine Renault,1:19.842,+0.864s,25
7,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:20.055,+1.077s,25
8,4,Lando NorrisNOR,McLaren Mercedes,1:20.100,+1.122s,24
9,10,Pierre GaslyGAS,AlphaTauri RBPT,1:20.142,+1.164s,27
10,3,Daniel RicciardoRIC,McLaren Mercedes,1:20.203,+1.225s,24
11,63,George RussellRUS,Mercedes,1:20.212,+1.234s,25
12,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:20.424,+1.446s,30
13,44,Lewis HamiltonHAM,Mercedes,1:20.521,+1.543s,23
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:20.611,+1.633s,28
15,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:21.063,+2.085s,23
16,20,Kevin MagnussenMAG,Haas Ferrari,1:21.191,+2.213s,23
17,23,Alexander AlbonALB,Williams Mercedes,1:21.912,+2.934s,28
18,47,Mick SchumacherMSC,Haas Ferrari,1:21.974,+2.996s,22
19,6,Nicholas LatifiLAT,Williams Mercedes,1:22.307,+3.329s,24
