Pos,No,Driver,Car,Time,Gap,Laps
1,63,George RussellRUS,Mercedes,1:19.970,,32
2,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:20.798,+0.828s,30
3,31,Esteban OconOCO,Alpine Renault,1:21.177,+1.207s,31
4,44,Lewis HamiltonHAM,Mercedes,1:21.509,+1.539s,32
5,11,Sergio PerezPER,Red Bull Racing RBPT,1:21.579,+1.609s,34
6,1,Max VerstappenVER,Red Bull Racing RBPT,1:21.588,+1.618s,34
7,16,Charles LeclercLEC,Ferrari,1:21.618,+1.648s,13
8,55,Carlos SainzSAI,Ferrari,1:21.693,+1.723s,34
9,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:21.993,+2.023s,36
10,10,Pierre GaslyGAS,AlphaTauri RBPT,1:22.104,+2.134s,36
11,14,Fernando AlonsoALO,Alpine Renault,1:22.337,+2.367s,31
12,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:22.371,+2.401s,32
13,23,Alexander AlbonALB,Williams Mercedes,1:22.447,+2.477s,24
14,4,Lando NorrisNOR,McLaren Mercedes,1:22.738,+2.768s,31
15,3,Daniel RicciardoRIC,McLaren Mercedes,1:22.763,+2.793s,27
16,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:22.840,+2.870s,23
17,47,Mick SchumacherMSC,Haas Ferrari,1:22.879,+2.909s,31
18,20,Kevin MagnussenMAG,Haas Ferrari,1:23.316,+3.346s,21
19,6,Nicholas LatifiLAT,Williams Mercedes,1:23.320,+3.350s,34
20,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:23.369,+3.399s,34
