Pos,No,Driver,Car,Time,Gap,Laps
1,55,Carlos SainzSAI,Ferrari,1:32.527,,22
2,16,Charles LeclercLEC,Ferrari,1:32.628,+0.101s,22
3,1,Max VerstappenVER,Red Bull Racing RBPT,1:33.077,+0.550s,17
4,63,George RussellRUS,Mercedes,1:33.291,+0.764s,20
5,44,Lewis HamiltonHAM,Mercedes,1:33.517,+0.990s,23
6,4,Lando NorrisNOR,McLaren Mercedes,1:33.607,+1.080s,21
7,10,Pierre GaslyGAS,AlphaTauri RBPT,1:33.906,+1.379s,24
8,20,Kevin MagnussenMAG,Haas Ferrari,1:33.928,+1.401s,24
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:33.984,+1.457s,23
10,11,Sergio PerezPER,Red Bull Racing RBPT,1:34.060,+1.533s,16
11,14,Fernando AlonsoALO,Alpine Renault,1:34.259,+1.732s,24
12,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:34.264,+1.737s,27
13,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:34.420,+1.893s,27
14,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:34.540,+2.013s,24
15,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:34.595,+2.068s,26
16,23,Alexander AlbonALB,Williams Mercedes,1:34.653,+2.126s,23
17,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:34.654,+2.127s,26
18,31,Esteban OconOCO,Alpine Renault,1:34.660,+2.133s,26
19,47,Mick SchumacherMSC,Haas Ferrari,1:35.195,+2.668s,22
20,6,Nicholas LatifiLAT,Williams Mercedes,1:35.412,+2.885s,27
