Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:14.127,,33
2,16,Charles LeclercLEC,Ferrari,1:14.208,+0.081s,32
3,55,Carlos SainzSAI,Ferrari,1:14.352,+0.225s,32
4,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:14.442,+0.315s,35
5,14,Fernando AlonsoALO,Alpine Renault,1:14.543,+0.416s,24
6,10,Pierre GaslyGAS,AlphaTauri RBPT,1:14.879,+0.752s,34
7,63,George RussellRUS,Mercedes,1:14.971,+0.844s,31
8,4,Lando NorrisNOR,McLaren Mercedes,1:14.987,+0.860s,30
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:15.033,+0.906s,31
10,31,Esteban OconOCO,Alpine Renault,1:15.119,+0.992s,32
11,11,Sergio PerezPER,Red Bull Racing RBPT,1:15.167,+1.040s,29
12,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:15.396,+1.269s,34
13,44,Lewis HamiltonHAM,Mercedes,1:15.421,+1.294s,25
14,20,Kevin MagnussenMAG,Haas Ferrari,1:15.499,+1.372s,34
15,47,Mick SchumacherMSC,Haas Ferrari,1:15.516,+1.389s,35
16,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:15.526,+1.399s,31
17,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:15.567,+1.440s,37
18,23,Alexander AlbonALB,Williams Mercedes,1:16.171,+2.044s,30
19,6,Nicholas LatifiLAT,Williams Mercedes,1:16.509,+2.382s,27
20,77,Valtteri BottasBOT,Alfa Romeo Ferrari,,,3
