Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:25.146,,25
2,63,George RussellRUS,Mercedes,1:25.487,+0.341s,27
3,16,Charles LeclercLEC,Ferrari,1:25.599,+0.453s,30
4,44,Lewis HamiltonHAM,Mercedes,1:25.761,+0.615s,22
5,11,Sergio PerezPER,Red Bull Racing RBPT,1:25.852,+0.706s,26
6,55,Carlos SainzSAI,Ferrari,1:25.932,+0.786s,31
7,31,Esteban OconOCO,Alpine Renault,1:26.038,+0.892s,28
8,14,Fernando AlonsoALO,Alpine Renault,1:26.043,+0.897s,29
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:26.124,+0.978s,14
10,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:26.300,+1.154s,29
11,4,Lando NorrisNOR,McLaren Mercedes,1:26.377,+1.231s,28
12,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:26.395,+1.249s,28
13,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:26.479,+1.333s,30
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:26.547,+1.401s,27
15,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:26.680,+1.534s,30
16,23,Alexander AlbonALB,Williams Mercedes,1:26.750,+1.604s,29
17,47,Mick SchumacherMSC,Haas Ferrari,1:26.839,+1.693s,26
18,20,Kevin MagnussenMAG,Haas Ferrari,1:26.915,+1.769s,25
19,10,Pierre GaslyGAS,AlphaTauri RBPT,1:27.036,+1.890s,29
20,6,Nicholas LatifiLAT,Williams Mercedes,1:27.262,+2.116s,30
