Pos,No,Driver,Car,Time,Gap,Laps
1,1,Max VerstappenVER,Red Bull Racing RBPT,1:45.507,,20
2,16,Charles LeclercLEC,Ferrari,1:46.369,+0.862s,21
3,4,Lando NorrisNOR,McLaren Mercedes,1:46.589,+1.082s,17
4,18,Lance StrollSTR,Aston Martin Aramco Mercedes,1:46.635,+1.128s,16
5,55,Carlos SainzSAI,Ferrari,1:46.649,+1.142s,20
6,44,Lewis HamiltonHAM,Mercedes,1:46.893,+1.386s,18
7,14,Fernando AlonsoALO,Alpine Renault,1:46.975,+1.468s,19
8,63,George RussellRUS,Mercedes,1:47.042,+1.535s,22
9,3,Daniel RicciardoRIC,McLaren Mercedes,1:47.255,+1.748s,18
10,11,Sergio PerezPER,Red Bull Racing RBPT,1:47.346,+1.839s,15
11,23,Alexander AlbonALB,Williams Mercedes,1:47.520,+2.013s,15
12,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,1:47.617,+2.110s,21
13,22,Yuki TsunodaTSU,AlphaTauri RBPT,1:47.658,+2.151s,16
14,10,Pierre GaslyGAS,AlphaTauri RBPT,1:47.782,+2.275s,19
15,5,Sebastian VettelVET,Aston Martin Aramco Mercedes,1:47.867,+2.360s,19
16,31,Esteban OconOCO,Alpine Renault,1:47.944,+2.437s,21
17,20,Kevin MagnussenMAG,Haas Ferrari,1:48.208,+2.701s,19
18,77,Valtteri BottasBOT,Alfa Romeo Ferrari,1:48.419,+2.912s,21
19,6,Nicholas LatifiLAT,Williams Mercedes,1:48.612,+3.105s,14
20,47,Mick SchumacherMSC,Haas Ferrari,1:49.941,+4.434s,23
