Pos,No,Driver,Car,Lap,Time of day,Time,Avg speed
1,1,Max VerstappenVER,Red Bull Racing Honda RBPT,61,16:24:44,1:16.330,219.641
2,11,Sergio PerezPER,Red Bull Racing Honda RBPT,52,16:13:37,1:16.666,218.678
3,44,Lewis HamiltonHAM,Mercedes,62,16:26:20,1:16.676,218.649
4,4,Lando NorrisNOR,McLaren Mercedes,55,16:18:32,1:17.182,217.216
5,63,George RussellRUS,Mercedes,48,16:08:14,1:17.875,215.283
6,20,Kevin MagnussenMAG,Haas Ferrari,44,16:03:58,1:18.069,214.748
7,14,Fernando AlonsoALO,Aston Martin Aramco Mercedes,49,16:09:55,1:18.083,214.709
8,77,Valtteri BottasBOT,Alfa Romeo Ferrari,50,16:12:00,1:18.242,214.273
9,16,Charles LeclercLEC,Ferrari,52,16:14:03,1:18.357,213.959
10,10,Pierre GaslyGAS,Alpine Renault,41,15:59:31,1:18.375,213.910
11,55,Carlos SainzSAI,Ferrari,60,16:24:07,1:18.403,213.833
12,21,Nyck De VriesDEV,AlphaTauri Honda RBPT,41,15:59:36,1:18.594,213.313
13,81,Oscar PiastriPIA,McLaren Mercedes,41,15:59:29,1:18.679,213.083
14,18,Lance StrollSTR,Aston Martin Aramco Mercedes,56,16:19:05,1:18.722,212.967
15,24,Zhou GuanyuZHO,Alfa Romeo Ferrari,38,15:55:26,1:18.753,212.883
16,27,Nico HulkenbergHUL,Haas Ferrari,53,16:15:39,1:18.776,212.821
17,22,Yuki TsunodaTSU,AlphaTauri Honda RBPT,59,16:23:10,1:18.904,212.475
18,31,Esteban OconOCO,Alpine Renault,54,16:16:32,1:18.946,212.362
19,23,Alexander AlbonALB,Williams Mercedes,59,16:23:44,1:19.133,211.861
20,2,Logan SargeantSAR,Williams Mercedes,41,15:59:56,1:19.247,211.556
