Pos,No,Driver,Car,Laps,Time/retired,Pts
1,1,Michael SchumacherMSC,Ferrari,53,1:17:43.632,10
2,3,Jean AlesiALE,Benetton Renault,53,+18.265s,6
3,7,Mika HakkinenHAK,McLaren Mercedes,53,+66.635s,4
4,12,Martin BrundleBRU,Jordan Peugeot,53,+85.217s,3
5,11,Rubens BarrichelloBAR,Jordan Peugeot,53,+85.475s,2
6,10,Pedro DinizDIN,Ligier Mugen Honda,52,+1 lap,1
7,6,Jacques VilleneuveVIL,Williams Renault,52,+1 lap,0
8,17,Jos VerstappenVER,Footwork Hart,52,+1 lap,0
9,14,Johnny HerbertHER,Sauber Ford,51,DNF,0
10,18,Ukyo KatayamaKAT,Tyrrell Yamaha,51,+2 laps,0
NC,16,Ricardo RossetROS,Footwork Hart,36,DNF,0
NC,2,Eddie IrvineIRV,Ferrari,23,DNF,0
NC,20,Pedro LamyLAM,Minardi Ford,12,DNF,0
NC,19,Mika SaloSAL,Tyrrell Yamaha,9,DNF,0
NC,15,Heinz-Harald FrentzenFRE,Sauber Ford,7,DNF,0
NC,5,Damon HillHIL,Williams Renault,5,DNF,0
NC,21,Giovanni LavaggiLAV,Minardi Ford,5,DNF,0
NC,4,Gerhard BergerBER,Benetton Renault,4,DNF,0
NC,9,Olivier PanisPAN,Ligier Mugen Honda,2,DNF,0
NC,8,David CoulthardCOU,McLaren Mercedes,1,DNF,0
