Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Damon HillHIL,Williams Renault,72,1:54:55.322,10
2,6,Jacques VilleneuveVIL,Williams Renault,72,+12.167s,6
3,3,Jean AlesiALE,Benetton Renault,72,+14.754s,4
4,11,Rubens BarrichelloBAR,Jordan Peugeot,72,+55.131s,3
5,2,Eddie IrvineIRV,Ferrari,72,+64.991s,2
6,17,Jos VerstappenVER,Footwork Hart,72,+68.913s,1
7,8,David CoulthardCOU,McLaren Mercedes,72,+73.400s,0
8,9,Olivier PanisPAN,Ligier Mugen Honda,72,+74.295s,0
9,14,Johnny HerbertHER,Sauber Ford,71,+1 lap,0
10,23,Andrea MonterminiMON,Forti Ford,69,+3 laps,0
NC,4,Gerhard BergerBER,Benetton Renault,56,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,46,DNF,0
NC,20,Pedro LamyLAM,Minardi Ford,39,DNF,0
NC,19,Mika SaloSAL,Tyrrell Yamaha,36,DNF,0
NC,12,Martin BrundleBRU,Jordan Peugeot,34,DNF,0
NC,21,Tarso MarquesMAR,Minardi Ford,33,DNF,0
NC,15,Heinz-Harald FrentzenFRE,Sauber Ford,32,DNF,0
NC,10,Pedro DinizDIN,Ligier Mugen Honda,29,DNF,0
NC,18,Ukyo KatayamaKAT,Tyrrell Yamaha,28,DNF,0
NC,16,Ricardo RossetROS,Footwork Hart,24,DNF,0
NC,22,Luca BadoerBAD,Forti Ford,24,DNF,0
NC,7,Mika HakkinenHAK,McLaren Mercedes,19,DNF,0
