Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Damon HillHIL,Williams Renault,63,1:35:26.156,10
2,1,Michael SchumacherMSC,Ferrari,63,+16.460s,6
3,4,Gerhard BergerBER,Benetton Renault,63,+46.891s,4
4,2,Eddie IrvineIRV,Ferrari,63,+61.583s,3
5,11,Rubens BarrichelloBAR,Jordan Peugeot,63,+78.490s,2
6,3,Jean AlesiALE,Benetton Renault,62,+1 lap,1
7,10,Pedro DinizDIN,Ligier Mugen Honda,62,+1 lap,0
8,7,Mika HakkinenHAK,McLaren Mercedes,61,DNF,0
9,20,Pedro LamyLAM,Minardi Ford,61,+2 laps,0
10,22,Luca BadoerBAD,Forti Ford,59,+4 laps,0
11,6,Jacques VilleneuveVIL,Williams Renault,57,DNF,0
NC,9,Olivier PanisPAN,Ligier Mugen Honda,54,DNF,0
NC,18,Ukyo KatayamaKAT,Tyrrell Yamaha,45,DNF,0
NC,8,David CoulthardCOU,McLaren Mercedes,44,DNF,0
NC,16,Ricardo RossetROS,Footwork Hart,40,DNF,0
NC,17,Jos VerstappenVER,Footwork Hart,38,DNF,0
NC,12,Martin BrundleBRU,Jordan Peugeot,36,DNF,0
NC,15,Heinz-Harald FrentzenFRE,Sauber Ford,32,DNF,0
NC,21,Giancarlo FisichellaFIS,Minardi Ford,30,DNF,0
NC,14,Johnny HerbertHER,Sauber Ford,25,DNF,0
NC,19,Mika SaloSAL,Tyrrell Yamaha,23,DNF,0
