Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Jacques VilleneuveVIL,Williams Renault,67,1:33:26.473,10
2,1,Michael SchumacherMSC,Ferrari,67,+0.762s,6
3,8,David CoulthardCOU,McLaren Mercedes,67,+32.834s,4
4,5,Damon HillHIL,Williams Renault,67,+33.511s,3
5,11,Rubens BarrichelloBAR,Jordan Peugeot,67,+33.713s,2
6,12,Martin BrundleBRU,Jordan Peugeot,67,+55.567s,1
7,14,Johnny HerbertHER,Sauber Ford,67,+78.027s,0
8,7,Mika HakkinenHAK,McLaren Mercedes,67,+78.438s,0
9,4,Gerhard BergerBER,Benetton Renault,67,+81.061s,0
10,10,Pedro DinizDIN,Ligier Mugen Honda,66,+1 lap,0
11,16,Ricardo RossetROS,Footwork Hart,65,+2 laps,0
12,20,Pedro LamyLAM,Minardi Ford,65,+2 laps,0
13,21,Giancarlo FisichellaFIS,Minardi Ford,65,+2 laps,0
NC,15,Heinz-Harald FrentzenFRE,Sauber Ford,59,DNF,0
NC,17,Jos VerstappenVER,Footwork Hart,38,DNF,0
NC,9,Olivier PanisPAN,Ligier Mugen Honda,6,DNF,0
NC,2,Eddie IrvineIRV,Ferrari,6,DNF,0
NC,3,Jean AlesiALE,Benetton Renault,1,DNF,0
