Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Damon HillHIL,Williams Renault,71,1:49:52.976,10
2,3,Jean AlesiALE,Benetton Renault,71,+17.982s,6
3,1,Michael SchumacherMSC,Ferrari,70,+1 lap,4
4,7,Mika HakkinenHAK,McLaren Mercedes,70,+1 lap,3
5,19,Mika SaloSAL,Tyrrell Yamaha,70,+1 lap,2
6,9,Olivier PanisPAN,Ligier Mugen Honda,70,+1 lap,1
7,2,Eddie IrvineIRV,Ferrari,70,+1 lap,0
8,10,Pedro DinizDIN,Ligier Mugen Honda,69,+2 laps,0
9,18,Ukyo KatayamaKAT,Tyrrell Yamaha,69,+2 laps,0
10,20,Pedro LamyLAM,Minardi Ford,68,+3 laps,0
11,22,Luca BadoerBAD,Forti Ford,67,+4 laps,0
12,12,Martin BrundleBRU,Jordan Peugeot,64,DNF,0
NC,11,Rubens BarrichelloBAR,Jordan Peugeot,59,DNF,0
NC,15,Heinz-Harald FrentzenFRE,Sauber Ford,36,DNF,0
NC,8,David CoulthardCOU,McLaren Mercedes,29,DNF,0
NC,14,Johnny HerbertHER,Sauber Ford,28,DNF,0
NC,6,Jacques VilleneuveVIL,Williams Renault,26,DNF,0
NC,4,Gerhard BergerBER,Benetton Renault,26,DNF,0
NC,23,Andrea MonterminiMON,Forti Ford,26,DNF,0
NC,16,Ricardo RossetROS,Footwork Hart,24,DNF,0
NC,17,Jos VerstappenVER,Footwork Hart,19,DNF,0
NC,21,Tarso MarquesMAR,Minardi Ford,0,DNF,0
