Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Damon HillHIL,Williams Renault,52,1:32:33.791,10
2,1,Michael SchumacherMSC,Ferrari,52,+1.883s,6
3,7,Mika HakkinenHAK,McLaren Mercedes,52,+3.212s,4
4,4,Gerhard BergerBER,Benetton Renault,52,+26.526s,3
5,12,Martin BrundleBRU,Jordan Peugeot,52,+67.120s,2
6,15,Heinz-Harald FrentzenFRE,Sauber Ford,52,+81.186s,1
7,9,Olivier PanisPAN,Ligier Mugen Honda,52,+84.510s,0
8,8,David CoulthardCOU,McLaren Mercedes,52,+85.233s,0
9,11,Rubens BarrichelloBAR,Jordan Peugeot,52,+101.065s,0
10,14,Johnny HerbertHER,Sauber Ford,52,+101.799s,0
11,17,Jos VerstappenVER,Footwork Hart,51,+1 lap,0
12,20,Pedro LamyLAM,Minardi Ford,50,+2 laps,0
13,16,Ricardo RossetROS,Footwork Hart,50,+2 laps,0
NC,2,Eddie IrvineIRV,Ferrari,39,DNF,0
NC,18,Ukyo KatayamaKAT,Tyrrell Yamaha,37,DNF,0
NC,6,Jacques VilleneuveVIL,Williams Renault,36,DNF,0
NC,19,Mika SaloSAL,Tyrrell Yamaha,20,DNF,0
NC,10,Pedro DinizDIN,Ligier Mugen Honda,13,DNF,0
NC,3,Jean AlesiALE,Benetton Renault,0,DNF,0
