Pos,No,Driver,Car,Laps,Time/retired,Pts
1,5,Damon HillHIL,Williams Renault,58,1:32:50.491,10
2,6,Jacques VilleneuveVIL,Williams Renault,58,+38.020s,6
3,2,Eddie IrvineIRV,Ferrari,58,+62.571s,4
4,4,Gerhard BergerBER,Benetton Renault,58,+77.037s,3
5,7,Mika HakkinenHAK,McLaren Mercedes,58,+95.071s,2
6,19,Mika SaloSAL,Tyrrell Yamaha,57,+1 lap,1
7,9,Olivier PanisPAN,Ligier Mugen Honda,57,+1 lap,0
8,15,Heinz-Harald FrentzenFRE,Sauber Ford,57,+1 lap,0
9,16,Ricardo RossetROS,Footwork Hart,56,+2 laps,0
10,10,Pedro DinizDIN,Ligier Mugen Honda,56,+2 laps,0
11,18,Ukyo KatayamaKAT,Tyrrell Yamaha,55,+3 laps,0
NC,20,Pedro LamyLAM,Minardi Ford,42,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,32,DNF,0
NC,21,Giancarlo FisichellaFIS,Minardi Ford,32,DNF,0
NC,11,Rubens BarrichelloBAR,Jordan Peugeot,29,DNF,0
NC,8,David CoulthardCOU,McLaren Mercedes,24,DNF,0
NC,17,Jos VerstappenVER,Footwork Hart,15,DNF,0
NC,3,Jean AlesiALE,Benetton Renault,9,DNF,0
NC,12,Martin BrundleBRU,Jordan Peugeot,1,DNF,0
