Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Jacques VilleneuveVIL,Williams Renault,61,1:33:00.874,10
2,4,Gerhard BergerBER,Benetton Renault,61,+19.026s,6
3,7,Mika HakkinenHAK,McLaren Mercedes,61,+50.830s,4
4,11,Rubens BarrichelloBAR,Jordan Peugeot,61,+66.716s,3
5,8,David CoulthardCOU,McLaren Mercedes,61,+82.507s,2
6,12,Martin BrundleBRU,Jordan Peugeot,60,+1 lap,1
7,19,Mika SaloSAL,Tyrrell Yamaha,60,+1 lap,0
8,15,Heinz-Harald FrentzenFRE,Sauber Ford,60,+1 lap,0
9,14,Johnny HerbertHER,Sauber Ford,60,+1 lap,0
10,17,Jos VerstappenVER,Footwork Hart,60,+1 lap,0
11,21,Giancarlo FisichellaFIS,Minardi Ford,59,+2 laps,0
NC,3,Jean AlesiALE,Benetton Renault,44,DNF,0
NC,9,Olivier PanisPAN,Ligier Mugen Honda,40,DNF,0
NC,10,Pedro DinizDIN,Ligier Mugen Honda,38,DNF,0
NC,5,Damon HillHIL,Williams Renault,26,DNF,0
NC,20,Pedro LamyLAM,Minardi Ford,21,DNF,0
NC,16,Ricardo RossetROS,Footwork Hart,13,DNF,0
NC,18,Ukyo KatayamaKAT,Tyrrell Yamaha,12,DNF,0
NC,2,Eddie IrvineIRV,Ferrari,5,DNF,0
NC,1,Michael SchumacherMSC,Ferrari,3,DNF,0
