Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,5,Ralf SchumacherRSC,Williams BMW,3,14:07:57,5:14.156,5:14.156
1,18,Eddie IrvineIRV,Jaguar Cosworth,6,14:11:37,36.410,36.410
1,10,Jacques VilleneuveVIL,BAR Honda,12,14:19:32,39.017,39.017
1,22,Jean AlesiALE,Prost Acer,24,14:35:19,50.027,50.027
1,1,Michael SchumacherMSC,Ferrari,25,14:36:01,35.052,35.052
1,23,Gaston MazzacaneMAZ,Prost Acer,25,14:36:51,37.611,37.611
1,9,Olivier PanisPAN,BAR Honda,28,14:40:12,35.152,35.152
1,8,Jenson ButtonBUT,Benetton Renault,28,14:41:27,6:42.403,6:42.403
1,17,Kimi RäikkönenRAI,Sauber Petronas,37,14:52:14,37.490,37.490
1,16,Nick HeidfeldHEI,Sauber Petronas,38,14:53:32,39.439,39.439
1,20,Tarso MarquesMAR,Minardi European,38,14:54:40,38.960,38.960
1,4,David CoulthardCOU,McLaren Mercedes,40,14:55:21,36.183,36.183
1,7,Giancarlo FisichellaFIS,Benetton Renault,42,14:59:14,38.585,38.585
2,10,Jacques VilleneuveVIL,BAR Honda,42,14:59:24,35.954,1:14.971
1,11,Heinz-Harald FrentzenFRE,Jordan Honda,43,15:00:00,36.342,36.342
1,12,Jarno TrulliTRU,Jordan Honda,44,15:01:17,38.541,38.541
2,22,Jean AlesiALE,Prost Acer,44,15:02:20,38.731,1:28.758
2,5,Ralf SchumacherRSC,Williams BMW,41,15:02:21,38.161,5:52.317
2,7,Giancarlo FisichellaFIS,Benetton Renault,44,15:02:25,37.590,1:16.175
3,10,Jacques VilleneuveVIL,BAR Honda,44,15:02:32,1:17.408,2:32.379
2,9,Olivier PanisPAN,BAR Honda,45,15:02:47,1:47.355,2:22.507
2,8,Jenson ButtonBUT,Benetton Renault,39,15:03:12,38.088,7:20.491
2,11,Heinz-Harald FrentzenFRE,Jordan Honda,45,15:03:15,42.140,1:18.482
2,12,Jarno TrulliTRU,Jordan Honda,45,15:03:21,48.657,1:27.198
2,16,Nick HeidfeldHEI,Sauber Petronas,45,15:03:27,40.410,1:19.849
2,20,Tarso MarquesMAR,Minardi European,44,15:03:37,37.716,1:16.676
2,1,Michael SchumacherMSC,Ferrari,46,15:03:50,35.002,1:10.054
2,23,Gaston MazzacaneMAZ,Prost Acer,45,15:04:18,38.609,1:16.220
3,5,Ralf SchumacherRSC,Williams BMW,42,15:04:29,42.272,6:34.589
2,18,Eddie IrvineIRV,Jaguar Cosworth,46,15:05:20,39.408,1:15.818
2,17,Kimi RäikkönenRAI,Sauber Petronas,46,15:05:21,35.278,1:12.768
2,4,David CoulthardCOU,McLaren Mercedes,47,15:05:32,33.037,1:09.220
4,5,Ralf SchumacherRSC,Williams BMW,48,15:14:16,52.722,7:27.311
