Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,17,Kimi RäikkönenRAI,Sauber Petronas,20,13:31:57,34.160,34.160
1,3,Mika HakkinenHAK,McLaren Mercedes,21,13:32:38,31.259,31.259
1,16,Nick HeidfeldHEI,Sauber Petronas,21,13:33:25,32.603,32.603
1,14,Jos VerstappenVER,Arrows Asiatech,22,13:35:10,33.163,33.163
1,8,Jenson ButtonBUT,Benetton Renault,22,13:35:34,32.648,32.648
1,15,Enrique BernoldiBER,Arrows Asiatech,23,13:37:03,33.387,33.387
1,21,Fernando AlonsoALO,Minardi European,23,13:37:05,32.979,32.979
1,11,Heinz-Harald FrentzenFRE,Jordan Honda,24,13:37:46,34.009,34.009
1,7,Giancarlo FisichellaFIS,Benetton Renault,24,13:38:37,31.807,31.807
1,6,Juan Pablo MontoyaMOY,Williams BMW,25,13:38:42,32.517,32.517
1,22,Jean AlesiALE,Prost Acer,30,13:47:07,35.307,35.307
1,18,Eddie IrvineIRV,Jaguar Cosworth,30,13:47:08,30.727,30.727
1,10,Jacques VilleneuveVIL,BAR Honda,32,13:49:38,36.487,36.487
1,19,Pedro de la RosaDLR,Jaguar Cosworth,34,13:52:53,30.888,30.888
1,5,Ralf SchumacherRSC,Williams BMW,35,13:53:23,36.944,36.944
2,19,Pedro de la RosaDLR,Jaguar Cosworth,35,13:54:47,34.969,1:05.857
2,3,Mika HakkinenHAK,McLaren Mercedes,39,13:58:18,32.527,1:03.786
1,1,Michael SchumacherMSC,Ferrari,39,13:58:39,32.612,32.612
2,8,Jenson ButtonBUT,Benetton Renault,39,14:00:58,32.760,1:05.408
2,17,Kimi RäikkönenRAI,Sauber Petronas,40,14:01:01,32.711,1:06.871
2,21,Fernando AlonsoALO,Minardi European,39,14:01:21,51.879,1:24.858
2,6,Juan Pablo MontoyaMOY,Williams BMW,41,14:01:55,35.000,1:07.517
2,16,Nick HeidfeldHEI,Sauber Petronas,41,14:02:33,32.869,1:05.472
2,11,Heinz-Harald FrentzenFRE,Jordan Honda,41,14:02:36,32.477,1:06.486
2,14,Jos VerstappenVER,Arrows Asiatech,41,14:03:09,32.427,1:05.590
1,2,Rubens BarrichelloBAR,Ferrari,42,14:03:19,33.040,33.040
2,15,Enrique BernoldiBER,Arrows Asiatech,42,14:05:22,32.347,1:05.734
2,7,Giancarlo FisichellaFIS,Benetton Renault,42,14:05:23,31.604,1:03.411
2,18,Eddie IrvineIRV,Jaguar Cosworth,45,14:08:58,30.890,1:01.617
