Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,22,Heinz-Harald FrentzenFRE,Prost Acer,3,14:39:05,35.314,35.314
1,2,Rubens BarrichelloBAR,Ferrari,15,14:58:01,28.936,28.936
1,11,Jarno TrulliTRU,Jordan Honda,16,15:00:05,29.898,29.898
1,7,Giancarlo FisichellaFIS,Benetton Renault,16,15:00:06,29.771,29.771
1,9,Olivier PanisPAN,BAR Honda,16,15:00:45,41.709,41.709
1,14,Jos VerstappenVER,Arrows Asiatech,17,15:02:23,30.053,30.053
1,1,Michael SchumacherMSC,Ferrari,18,15:02:41,30.512,30.512
1,20,Alex YoongYOO,Minardi European,18,15:05:06,32.183,32.183
1,10,Jacques VilleneuveVIL,BAR Honda,19,15:05:12,29.437,29.437
1,16,Nick HeidfeldHEI,Sauber Petronas,19,15:05:15,29.333,29.333
1,15,Enrique BernoldiBER,Arrows Asiatech,19,15:05:59,31.590,31.590
1,8,Jenson ButtonBUT,Benetton Renault,20,15:06:44,32.568,32.568
1,6,Juan Pablo MontoyaMOY,Williams BMW,21,15:07:45,30.030,30.030
1,21,Fernando AlonsoALO,Minardi European,21,15:09:04,31.228,31.228
1,23,Tomas EngeENG,Prost Acer,21,15:09:08,31.712,31.712
2,15,Enrique BernoldiBER,Arrows Asiatech,21,15:09:54,33.542,1:05.132
1,5,Ralf SchumacherRSC,Williams BMW,23,15:11:07,30.467,30.467
2,22,Heinz-Harald FrentzenFRE,Prost Acer,22,15:11:15,30.105,1:05.419
1,4,David CoulthardCOU,McLaren Mercedes,23,15:11:27,28.174,28.174
1,18,Eddie IrvineIRV,Jaguar Cosworth,23,15:11:45,28.285,28.285
1,3,Mika HakkinenHAK,McLaren Mercedes,24,15:13:00,28.918,28.918
1,19,Pedro de la RosaDLR,Jaguar Cosworth,26,15:17:11,33.548,33.548
2,2,Rubens BarrichelloBAR,Ferrari,29,15:21:19,34.586,1:03.522
2,5,Ralf SchumacherRSC,Williams BMW,29,15:21:23,32.021,1:02.488
2,9,Olivier PanisPAN,BAR Honda,32,15:28:31,31.260,1:12.969
2,11,Jarno TrulliTRU,Jordan Honda,33,15:28:46,32.093,1:01.991
2,16,Nick HeidfeldHEI,Sauber Petronas,33,15:28:53,30.071,59.404
2,14,Jos VerstappenVER,Arrows Asiatech,33,15:30:13,31.065,1:01.118
2,10,Jacques VilleneuveVIL,BAR Honda,34,15:30:28,30.562,59.999
2,7,Giancarlo FisichellaFIS,Benetton Renault,35,15:32:05,30.040,59.811
2,1,Michael SchumacherMSC,Ferrari,36,15:32:34,30.039,1:00.551
2,23,Tomas EngeENG,Prost Acer,35,15:33:29,25.302,57.014
2,20,Alex YoongYOO,Minardi European,34,15:33:41,31.806,1:03.989
3,14,Jos VerstappenVER,Arrows Asiatech,35,15:34:03,31.666,1:32.784
3,23,Tomas EngeENG,Prost Acer,36,15:35:32,39.235,1:36.249
2,6,Juan Pablo MontoyaMOY,Williams BMW,38,15:35:54,29.195,59.225
2,21,Fernando AlonsoALO,Minardi European,37,15:36:14,30.653,1:01.881
2,3,Mika HakkinenHAK,McLaren Mercedes,38,15:36:16,28.774,57.692
2,8,Jenson ButtonBUT,Benetton Renault,38,15:37:07,29.450,1:02.018
3,15,Enrique BernoldiBER,Arrows Asiatech,37,15:37:53,30.606,1:35.738
2,4,David CoulthardCOU,McLaren Mercedes,39,15:38:00,27.890,56.064
3,5,Ralf SchumacherRSC,Williams BMW,39,15:38:14,30.682,1:33.170
3,22,Heinz-Harald FrentzenFRE,Prost Acer,38,15:38:15,28.720,1:34.139
3,2,Rubens BarrichelloBAR,Ferrari,41,15:41:28,28.534,1:32.056
2,19,Pedro de la RosaDLR,Jaguar Cosworth,41,15:42:42,29.570,1:03.118
4,23,Tomas EngeENG,Prost Acer,41,15:45:00,1:09.393,2:45.642
