Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,8,Jenson ButtonBUT,Benetton Renault,19,14:31:56,24.424,24.424
2,8,Jenson ButtonBUT,Benetton Renault,20,14:33:45,26.268,50.692
1,22,Jean AlesiALE,Prost Acer,21,14:34:35,27.582,27.582
1,7,Giancarlo FisichellaFIS,Benetton Renault,21,14:34:51,25.640,25.640
1,15,Enrique BernoldiBER,Arrows Asiatech,21,14:34:52,26.850,26.850
1,20,Tarso MarquesMAR,Minardi European,21,14:36:20,27.136,27.136
1,1,Michael SchumacherMSC,Ferrari,23,14:37:56,32.616,32.616
1,12,Jarno TrulliTRU,Jordan Honda,24,14:38:35,25.932,25.932
1,16,Nick HeidfeldHEI,Sauber Petronas,25,14:40:26,26.922,26.922
1,23,Gaston MazzacaneMAZ,Prost Acer,25,14:41:05,31.225,31.225
1,11,Heinz-Harald FrentzenFRE,Jordan Honda,26,14:41:51,24.814,24.814
1,6,Juan Pablo MontoyaMOY,Williams BMW,27,14:42:59,26.273,26.273
1,9,Olivier PanisPAN,BAR Honda,27,14:43:40,27.719,27.719
1,4,David CoulthardCOU,McLaren Mercedes,28,14:43:55,25.239,25.239
1,5,Ralf SchumacherRSC,Williams BMW,29,14:45:15,24.687,24.687
1,3,Mika HakkinenHAK,McLaren Mercedes,29,14:45:54,24.764,24.764
1,10,Jacques VilleneuveVIL,BAR Honda,29,14:46:13,25.550,25.550
1,18,Eddie IrvineIRV,Jaguar Cosworth,31,14:49:17,29.358,29.358
1,2,Rubens BarrichelloBAR,Ferrari,32,14:50:15,24.449,24.449
1,19,Luciano BurtiBUR,Jaguar Cosworth,32,14:51:07,29.611,29.611
3,8,Jenson ButtonBUT,Benetton Renault,39,15:02:42,25.900,1:16.592
2,15,Enrique BernoldiBER,Arrows Asiatech,41,15:05:11,27.844,54.694
2,20,Tarso MarquesMAR,Minardi European,40,15:06:30,26.927,54.063
2,12,Jarno TrulliTRU,Jordan Honda,43,15:06:55,26.021,51.953
2,11,Heinz-Harald FrentzenFRE,Jordan Honda,44,15:08:34,25.488,50.302
2,4,David CoulthardCOU,McLaren Mercedes,45,15:08:52,24.324,49.563
2,5,Ralf SchumacherRSC,Williams BMW,46,15:10:08,25.150,49.837
2,16,Nick HeidfeldHEI,Sauber Petronas,45,15:10:16,26.623,53.545
2,3,Mika HakkinenHAK,McLaren Mercedes,46,15:10:53,24.423,49.187
2,2,Rubens BarrichelloBAR,Ferrari,47,15:12:13,24.850,49.299
2,22,Jean AlesiALE,Prost Acer,46,15:12:15,24.934,52.516
2,6,Juan Pablo MontoyaMOY,Williams BMW,47,15:12:28,1:25.595,1:51.868
2,9,Olivier PanisPAN,BAR Honda,48,15:15:17,25.958,53.677
