Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,8,Jenson ButtonBUT,Benetton Renault,7,13:12:46,32.909,32.909
1,15,Enrique BernoldiBER,Arrows Asiatech,9,13:15:23,41.123,41.123
2,8,Jenson ButtonBUT,Benetton Renault,9,13:16:01,45.431,1:18.340
1,20,Tarso MarquesMAR,Minardi European,21,13:32:22,30.938,30.938
1,14,Jos VerstappenVER,Arrows Asiatech,23,13:36:33,30.059,30.059
1,19,Pedro de la RosaDLR,Jaguar Cosworth,30,13:46:01,30.815,30.815
1,23,Luciano BurtiBUR,Prost Acer,33,13:50:12,32.582,32.582
1,9,Olivier PanisPAN,BAR Honda,36,13:54:05,37.999,37.999
1,11,Ricardo ZontaZON,Jordan Honda,36,13:54:06,36.266,36.266
2,9,Olivier PanisPAN,BAR Honda,37,13:56:17,4:08.708,4:46.707
1,12,Jarno TrulliTRU,Jordan Honda,38,13:56:36,32.359,32.359
1,17,Kimi RäikkönenRAI,Sauber Petronas,39,13:58:07,30.336,30.336
1,22,Jean AlesiALE,Prost Acer,41,14:00:46,32.517,32.517
1,4,David CoulthardCOU,McLaren Mercedes,42,14:01:57,30.514,30.514
1,1,Michael SchumacherMSC,Ferrari,46,14:06:46,29.609,29.609
2,14,Jos VerstappenVER,Arrows Asiatech,47,14:08:57,29.772,59.831
2,20,Tarso MarquesMAR,Minardi European,47,14:10:46,31.095,1:02.033
1,3,Mika HakkinenHAK,McLaren Mercedes,49,14:11:08,30.484,30.484
1,5,Ralf SchumacherRSC,Williams BMW,51,14:13:15,29.038,29.038
2,19,Pedro de la RosaDLR,Jaguar Cosworth,52,14:15:43,29.494,1:00.309
