Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,23,Luciano BurtiBUR,Prost Acer,3,14:07:33,32.992,32.992
1,9,Olivier PanisPAN,BAR Honda,12,14:20:10,34.328,34.328
2,9,Olivier PanisPAN,BAR Honda,13,14:22:14,11:04.407,11:38.735
1,3,Mika HakkinenHAK,McLaren Mercedes,14,14:22:35,55.054,55.054
1,17,Kimi RäikkönenRAI,Sauber Petronas,15,14:24:39,5:05.935,5:05.935
1,14,Jos VerstappenVER,Arrows Asiatech,42,15:01:50,1:01.864,1:01.864
1,15,Enrique BernoldiBER,Arrows Asiatech,43,15:04:04,33.124,33.124
1,20,Tarso MarquesMAR,Minardi European,44,15:06:58,32.431,32.431
1,21,Fernando AlonsoALO,Minardi European,47,15:09:33,31.164,31.164
1,8,Jenson ButtonBUT,Benetton Renault,49,15:11:45,29.632,29.632
1,22,Jean AlesiALE,Prost Acer,51,15:13:51,29.573,29.573
1,1,Michael SchumacherMSC,Ferrari,55,15:18:05,28.112,28.112
1,10,Jacques VilleneuveVIL,BAR Honda,56,15:20:27,28.243,28.243
1,2,Rubens BarrichelloBAR,Ferrari,60,15:25:07,27.676,27.676
1,18,Eddie IrvineIRV,Jaguar Cosworth,60,15:25:48,27.986,27.986
2,17,Kimi RäikkönenRAI,Sauber Petronas,58,15:30:12,29.787,5:35.722
1,4,David CoulthardCOU,McLaren Mercedes,65,15:33:51,26.954,26.954
2,22,Jean AlesiALE,Prost Acer,69,15:39:10,28.610,58.183
