Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,12,Alexander WurzWUR,Benetton Playlife,17,14:28:03,30.090,30.090
1,20,Marc GeneGEN,Minardi Fondmetal,17,14:28:07,36.601,36.601
1,15,Nick HeidfeldHEI,Prost Peugeot,17,14:28:08,29.462,29.462
1,10,Jenson ButtonBUT,Williams BMW,18,14:29:20,29.680,29.680
1,11,Giancarlo FisichellaFIS,Benetton Playlife,18,14:29:32,28.689,28.689
1,8,Johnny HerbertHER,Jaguar Cosworth,19,14:30:59,31.172,31.172
1,22,Jacques VilleneuveVIL,BAR Honda,21,14:33:37,30.968,30.968
1,7,Eddie IrvineIRV,Jaguar Cosworth,21,14:33:52,31.137,31.137
1,6,Jarno TrulliTRU,Jordan Mugen Honda,22,14:35:07,55.942,55.942
1,21,Gaston MazzacaneMAZ,Minardi Fondmetal,22,14:35:38,29.838,29.838
1,9,Ralf SchumacherRSC,Williams BMW,23,14:36:01,29.328,29.328
1,3,Michael SchumacherMSC,Ferrari,24,14:37:13,29.516,29.516
2,20,Marc GeneGEN,Minardi Fondmetal,23,14:37:19,31.310,1:07.911
1,2,David CoulthardCOU,McLaren Mercedes,24,14:37:27,33.646,33.646
1,23,Ricardo ZontaZON,BAR Honda,24,14:38:07,29.886,29.886
1,4,Rubens BarrichelloBAR,Ferrari,25,14:38:53,30.609,30.609
1,1,Mika HakkinenHAK,McLaren Mercedes,26,14:40:04,29.655,29.655
1,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,26,14:40:52,29.832,29.832
1,17,Mika SaloSAL,Sauber Petronas,27,14:42:25,28.213,28.213
2,12,Alexander WurzWUR,Benetton Playlife,37,14:57:25,37.058,1:07.148
2,8,Johnny HerbertHER,Jaguar Cosworth,38,14:59:03,32.154,1:03.326
2,2,David CoulthardCOU,McLaren Mercedes,39,14:59:22,29.308,1:02.954
2,9,Ralf SchumacherRSC,Williams BMW,40,15:00:47,29.882,59.210
2,4,Rubens BarrichelloBAR,Ferrari,40,15:00:48,31.186,1:01.795
3,20,Marc GeneGEN,Minardi Fondmetal,39,15:01:12,29.893,1:37.804
2,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,40,15:01:26,31.143,1:00.975
2,7,Eddie IrvineIRV,Jaguar Cosworth,40,15:01:53,34.638,1:05.775
2,3,Michael SchumacherMSC,Ferrari,41,15:01:57,38.999,1:08.515
2,1,Mika HakkinenHAK,McLaren Mercedes,41,15:01:58,28.082,57.737
2,15,Nick HeidfeldHEI,Prost Peugeot,40,15:02:19,31.146,1:00.608
2,10,Jenson ButtonBUT,Williams BMW,41,15:02:46,31.651,1:01.331
2,11,Giancarlo FisichellaFIS,Benetton Playlife,41,15:03:17,30.654,59.343
2,21,Gaston MazzacaneMAZ,Minardi Fondmetal,42,15:05:39,30.104,59.942
3,15,Nick HeidfeldHEI,Prost Peugeot,42,15:05:54,51.234,1:51.842
2,6,Jarno TrulliTRU,Jordan Mugen Honda,44,15:07:49,30.162,1:26.104
2,17,Mika SaloSAL,Sauber Petronas,45,15:08:47,28.888,57.101
2,23,Ricardo ZontaZON,BAR Honda,45,15:08:59,29.853,59.739
3,21,Gaston MazzacaneMAZ,Minardi Fondmetal,47,15:13:27,32.404,1:32.346
3,3,Michael SchumacherMSC,Ferrari,50,15:15:44,27.141,1:35.656
4,15,Nick HeidfeldHEI,Prost Peugeot,54,15:24:52,26.986,2:18.828
3,8,Johnny HerbertHER,Jaguar Cosworth,59,15:30:16,26.991,1:30.317
4,20,Marc GeneGEN,Minardi Fondmetal,60,15:32:17,27.897,2:05.701
