Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,4,Rubens BarrichelloBAR,Ferrari,17,14:33:29,27.702,27.702
1,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,18,14:35:24,29.577,29.577
1,9,Ralf SchumacherRSC,Williams BMW,21,14:41:15,29.740,29.740
1,16,Pedro DinizDIN,Sauber Petronas,21,14:41:19,31.114,31.114
1,19,Jos VerstappenVER,Arrows Supertec,23,14:44:49,34.810,34.810
1,7,Eddie IrvineIRV,Jaguar Cosworth,24,14:46:41,30.369,30.369
1,15,Nick HeidfeldHEI,Prost Peugeot,24,14:46:42,31.075,31.075
1,6,Jarno TrulliTRU,Jordan Mugen Honda,25,14:47:44,30.769,30.769
1,18,Pedro de la RosaDLR,Arrows Supertec,25,14:47:49,31.356,31.356
1,22,Jacques VilleneuveVIL,BAR Honda,25,14:48:23,29.185,29.185
1,12,Alexander WurzWUR,Benetton Playlife,25,14:48:28,30.687,30.687
1,17,Mika SaloSAL,Sauber Petronas,25,14:48:29,28.634,28.634
1,14,Jean AlesiALE,Prost Peugeot,25,14:48:33,30.367,30.367
1,21,Gaston MazzacaneMAZ,Minardi Fondmetal,25,14:48:36,30.210,30.210
1,1,Mika HakkinenHAK,McLaren Mercedes,26,14:49:00,29.887,29.887
2,4,Rubens BarrichelloBAR,Ferrari,26,14:49:35,27.854,55.556
2,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,26,14:49:48,28.007,57.584
1,23,Ricardo ZontaZON,BAR Honda,26,14:50:15,29.936,29.936
1,20,Marc GeneGEN,Minardi Fondmetal,26,14:50:20,29.263,29.263
1,2,David CoulthardCOU,McLaren Mercedes,27,14:51:55,29.999,29.999
1,10,Jenson ButtonBUT,Williams BMW,27,14:52:11,28.213,28.213
2,9,Ralf SchumacherRSC,Williams BMW,30,14:59:07,44.455,1:14.195
2,15,Nick HeidfeldHEI,Prost Peugeot,33,15:05:24,27.399,58.474
2,10,Jenson ButtonBUT,Williams BMW,34,15:07:06,26.581,54.794
2,1,Mika HakkinenHAK,McLaren Mercedes,35,15:08:52,29.172,59.059
2,6,Jarno TrulliTRU,Jordan Mugen Honda,35,15:08:56,29.195,59.964
2,18,Pedro de la RosaDLR,Arrows Supertec,35,15:08:58,29.230,1:00.586
2,17,Mika SaloSAL,Sauber Petronas,35,15:09:04,29.145,57.779
2,19,Jos VerstappenVER,Arrows Supertec,35,15:09:10,30.330,1:05.140
2,22,Jacques VilleneuveVIL,BAR Honda,35,15:09:17,29.294,58.479
2,21,Gaston MazzacaneMAZ,Minardi Fondmetal,35,15:09:29,28.653,58.863
2,7,Eddie IrvineIRV,Jaguar Cosworth,35,15:09:46,31.555,1:01.924
3,9,Ralf SchumacherRSC,Williams BMW,36,15:11:10,30.182,1:44.377
3,6,Jarno TrulliTRU,Jordan Mugen Honda,37,15:13:15,34.076,1:34.040
2,2,David CoulthardCOU,McLaren Mercedes,38,15:15:00,29.818,59.817
