Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,20,Marc GeneGEN,Minardi Fondmetal,1,14:05:36,2:35.225,2:35.225
1,19,Jos VerstappenVER,Arrows Supertec,7,14:15:30,4:23.694,4:23.694
1,21,Gaston MazzacaneMAZ,Minardi Fondmetal,9,14:19:24,30.398,30.398
1,2,David CoulthardCOU,McLaren Mercedes,11,14:23:39,1:06.330,1:06.330
1,16,Pedro DinizDIN,Sauber Petronas,19,14:36:54,30.227,30.227
1,14,Jean AlesiALE,Prost Peugeot,21,14:39:44,28.574,28.574
1,15,Nick HeidfeldHEI,Prost Peugeot,23,14:43:07,1:51.730,1:51.730
1,3,Michael SchumacherMSC,Ferrari,30,14:53:02,30.393,30.393
1,17,Mika SaloSAL,Sauber Petronas,30,14:53:47,28.940,28.940
2,20,Marc GeneGEN,Minardi Fondmetal,30,14:55:39,30.279,3:05.504
1,4,Rubens BarrichelloBAR,Ferrari,33,14:58:07,28.502,28.502
1,23,Ricardo ZontaZON,BAR Honda,35,15:01:39,28.245,28.245
1,12,Alexander WurzWUR,Benetton Playlife,35,15:01:40,30.088,30.088
1,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,36,15:02:43,41.474,41.474
1,11,Giancarlo FisichellaFIS,Benetton Playlife,36,15:03:10,28.405,28.405
2,21,Gaston MazzacaneMAZ,Minardi Fondmetal,36,15:04:02,32.785,1:03.183
1,22,Jacques VilleneuveVIL,BAR Honda,37,15:04:44,29.553,29.553
1,10,Jenson ButtonBUT,Williams BMW,37,15:04:50,29.251,29.251
1,9,Ralf SchumacherRSC,Williams BMW,38,15:06:16,32.038,32.038
2,16,Pedro DinizDIN,Sauber Petronas,40,15:10:42,35.742,1:05.969
3,21,Gaston MazzacaneMAZ,Minardi Fondmetal,40,15:11:35,36.050,1:39.233
3,16,Pedro DinizDIN,Sauber Petronas,41,15:13:23,27.511,1:33.480
2,4,Rubens BarrichelloBAR,Ferrari,46,15:18:39,25.978,54.480
