Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,7,Eddie IrvineIRV,Jaguar Cosworth,1,13:07:12,29.666,29.666
1,2,David CoulthardCOU,McLaren Mercedes,14,13:22:12,31.960,31.960
1,18,Pedro de la RosaDLR,Arrows Supertec,20,13:30:40,29.262,29.262
1,19,Jos VerstappenVER,Arrows Supertec,24,13:36:18,35.250,35.250
1,3,Michael SchumacherMSC,Ferrari,34,13:49:09,31.596,31.596
1,15,Nick HeidfeldHEI,Prost Peugeot,34,13:50:13,33.987,33.987
1,14,Jean AlesiALE,Prost Peugeot,36,13:52:40,50.467,50.467
1,21,Gaston MazzacaneMAZ,Minardi Fondmetal,38,13:55:56,32.732,32.732
1,6,Jarno TrulliTRU,Jordan Mugen Honda,39,13:56:31,31.587,31.587
2,18,Pedro de la RosaDLR,Arrows Supertec,40,13:58:10,31.922,1:01.184
1,17,Mika SaloSAL,Sauber Petronas,40,13:58:11,30.401,30.401
1,20,Marc GeneGEN,Minardi Fondmetal,40,13:58:23,32.504,32.504
1,10,Jenson ButtonBUT,Williams BMW,41,13:59:45,32.212,32.212
1,1,Mika HakkinenHAK,McLaren Mercedes,42,14:00:24,31.435,31.435
1,9,Ralf SchumacherRSC,Williams BMW,42,14:00:47,32.673,32.673
1,16,Pedro DinizDIN,Sauber Petronas,42,14:00:57,30.183,30.183
1,4,Rubens BarrichelloBAR,Ferrari,43,14:01:38,30.571,30.571
1,23,Ricardo ZontaZON,BAR Honda,43,14:02:10,32.945,32.945
2,2,David CoulthardCOU,McLaren Mercedes,43,14:02:14,30.113,1:02.073
1,22,Jacques VilleneuveVIL,BAR Honda,44,14:03:38,36.319,36.319
1,11,Giancarlo FisichellaFIS,Benetton Playlife,44,14:03:42,30.914,30.914
1,12,Alexander WurzWUR,Benetton Playlife,44,14:03:51,48.730,48.730
2,19,Jos VerstappenVER,Arrows Supertec,44,14:04:18,29.871,1:05.121
2,7,Eddie IrvineIRV,Jaguar Cosworth,42,14:04:19,34.534,1:04.200
2,10,Jenson ButtonBUT,Williams BMW,44,14:04:56,44.014,1:16.226
2,3,Michael SchumacherMSC,Ferrari,45,14:04:57,29.743,1:01.339
2,4,Rubens BarrichelloBAR,Ferrari,45,14:05:08,46.435,1:17.006
2,21,Gaston MazzacaneMAZ,Minardi Fondmetal,44,14:05:21,28.578,1:01.310
2,6,Jarno TrulliTRU,Jordan Mugen Honda,45,14:05:49,29.169,1:00.756
2,22,Jacques VilleneuveVIL,BAR Honda,45,14:05:55,29.806,1:06.125
2,9,Ralf SchumacherRSC,Williams BMW,45,14:06:02,29.302,1:01.975
3,2,David CoulthardCOU,McLaren Mercedes,45,14:06:03,29.605,1:31.678
2,23,Ricardo ZontaZON,BAR Honda,45,14:06:04,34.915,1:07.860
2,16,Pedro DinizDIN,Sauber Petronas,45,14:06:15,28.413,58.596
3,18,Pedro de la RosaDLR,Arrows Supertec,45,14:06:16,29.552,1:30.736
2,20,Marc GeneGEN,Minardi Fondmetal,45,14:06:39,28.052,1:00.556
2,1,Mika HakkinenHAK,McLaren Mercedes,46,14:07:21,29.315,1:00.750
2,12,Alexander WurzWUR,Benetton Playlife,68,14:43:50,19.355,1:08.085
