Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,8,Johnny HerbertHER,Jaguar Cosworth,12,14:20:23,37.042,37.042
1,19,Jos VerstappenVER,Arrows Supertec,13,14:21:58,34.362,34.362
1,17,Mika SaloSAL,Sauber Petronas,13,14:22:05,33.541,33.541
1,20,Marc GeneGEN,Minardi Fondmetal,13,14:22:21,53.564,53.564
1,2,David CoulthardCOU,McLaren Mercedes,14,14:23:15,33.649,33.649
1,18,Pedro de la RosaDLR,Arrows Supertec,14,14:23:28,35.992,35.992
1,7,Eddie IrvineIRV,Jaguar Cosworth,14,14:23:29,36.675,36.675
1,23,Ricardo ZontaZON,BAR Honda,14,14:23:50,35.610,35.610
1,16,Pedro DinizDIN,Sauber Petronas,14,14:24:25,36.371,36.371
1,3,Michael SchumacherMSC,Ferrari,15,14:24:45,38.929,38.929
1,1,Mika HakkinenHAK,McLaren Mercedes,15,14:24:53,43.085,43.085
1,11,Giancarlo FisichellaFIS,Benetton Playlife,15,14:25:05,36.368,36.368
1,22,Jacques VilleneuveVIL,BAR Honda,15,14:25:16,34.381,34.381
1,12,Alexander WurzWUR,Benetton Playlife,15,14:25:25,37.383,37.383
1,4,Rubens BarrichelloBAR,Ferrari,16,14:26:47,34.144,34.144
1,9,Ralf SchumacherRSC,Williams BMW,16,14:26:48,36.030,36.030
1,14,Jean AlesiALE,Prost Peugeot,16,14:26:59,33.010,33.010
1,21,Gaston MazzacaneMAZ,Minardi Fondmetal,16,14:27:36,33.305,33.305
1,10,Jenson ButtonBUT,Williams BMW,17,14:28:44,33.527,33.527
2,4,Rubens BarrichelloBAR,Ferrari,33,14:53:27,32.931,1:07.075
2,14,Jean AlesiALE,Prost Peugeot,33,14:54:01,37.599,1:10.609
2,3,Michael SchumacherMSC,Ferrari,35,14:55:39,37.960,1:16.889
2,11,Giancarlo FisichellaFIS,Benetton Playlife,39,15:02:45,34.573,1:10.941
2,10,Jenson ButtonBUT,Williams BMW,39,15:03:22,37.668,1:11.195
2,12,Alexander WurzWUR,Benetton Playlife,40,15:05:01,35.782,1:13.165
2,8,Johnny HerbertHER,Jaguar Cosworth,41,15:06:32,34.915,1:11.957
2,20,Marc GeneGEN,Minardi Fondmetal,41,15:07:13,35.406,1:28.970
2,21,Gaston MazzacaneMAZ,Minardi Fondmetal,43,15:10:41,34.586,1:07.891
2,1,Mika HakkinenHAK,McLaren Mercedes,45,15:11:07,35.781,1:18.866
2,2,David CoulthardCOU,McLaren Mercedes,45,15:12:01,33.490,1:07.139
2,16,Pedro DinizDIN,Sauber Petronas,44,15:12:03,34.611,1:10.982
3,14,Jean AlesiALE,Prost Peugeot,45,15:13:39,36.318,1:46.927
2,18,Pedro de la RosaDLR,Arrows Supertec,48,15:17:02,37.974,1:13.966
2,23,Ricardo ZontaZON,BAR Honda,49,15:19:57,34.430,1:10.040
4,14,Jean AlesiALE,Prost Peugeot,49,15:20:41,43.149,2:30.076
3,4,Rubens BarrichelloBAR,Ferrari,51,15:21:33,33.104,1:40.179
