Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,12,Alexander WurzWUR,Benetton Playlife,14,13:24:23,32.411,32.411
1,17,Mika SaloSAL,Sauber Petronas,15,13:25:51,32.682,32.682
1,11,Giancarlo FisichellaFIS,Benetton Playlife,18,13:30:18,32.155,32.155
1,21,Gaston MazzacaneMAZ,Minardi Fondmetal,21,13:34:59,33.615,33.615
1,14,Jean AlesiALE,Prost Peugeot,23,13:37:49,33.744,33.744
1,18,Pedro de la RosaDLR,Arrows Supertec,23,13:37:51,45.933,45.933
1,20,Marc GeneGEN,Minardi Fondmetal,23,13:37:55,32.768,32.768
1,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,24,13:38:40,32.809,32.809
1,9,Ralf SchumacherRSC,Williams BMW,24,13:38:43,33.817,33.817
1,15,Nick HeidfeldHEI,Prost Peugeot,24,13:39:23,34.821,34.821
1,10,Jenson ButtonBUT,Williams BMW,25,13:40:10,35.114,35.114
1,7,Eddie IrvineIRV,Jaguar Cosworth,26,13:42:14,33.253,33.253
1,16,Pedro DinizDIN,Sauber Petronas,26,13:42:20,32.036,32.036
1,8,Johnny HerbertHER,Jaguar Cosworth,27,13:43:47,35.902,35.902
1,23,Ricardo ZontaZON,BAR Honda,28,13:45:10,37.084,37.084
1,1,Mika HakkinenHAK,McLaren Mercedes,31,13:48:59,36.279,36.279
1,2,David CoulthardCOU,McLaren Mercedes,33,13:51:51,35.175,35.175
1,22,Jacques VilleneuveVIL,BAR Honda,33,13:52:17,36.000,36.000
2,17,Mika SaloSAL,Sauber Petronas,35,13:55:59,33.820,1:06.502
2,12,Alexander WurzWUR,Benetton Playlife,35,13:56:02,33.744,1:06.155
1,6,Jarno TrulliTRU,Jordan Mugen Honda,37,13:58:25,34.672,34.672
1,3,Michael SchumacherMSC,Ferrari,38,13:59:34,32.342,32.342
2,15,Nick HeidfeldHEI,Prost Peugeot,38,14:00:45,32.158,1:06.979
2,11,Giancarlo FisichellaFIS,Benetton Playlife,39,14:01:48,32.856,1:05.011
2,20,Marc GeneGEN,Minardi Fondmetal,40,14:03:41,33.337,1:06.105
2,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,42,14:05:30,33.104,1:05.913
2,21,Gaston MazzacaneMAZ,Minardi Fondmetal,42,14:06:51,32.164,1:05.779
2,16,Pedro DinizDIN,Sauber Petronas,43,14:08:05,31.707,1:03.743
2,14,Jean AlesiALE,Prost Peugeot,44,14:09:32,31.397,1:05.141
2,10,Jenson ButtonBUT,Williams BMW,46,14:11:33,32.850,1:07.964
2,7,Eddie IrvineIRV,Jaguar Cosworth,46,14:12:23,50.442,1:23.695
2,9,Ralf SchumacherRSC,Williams BMW,47,14:12:59,31.616,1:05.433
2,8,Johnny HerbertHER,Jaguar Cosworth,47,14:13:58,42.792,1:18.694
