Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,8,Johnny HerbertHER,Jaguar Cosworth,18,14:27:31,39.824,39.824
1,14,Jean AlesiALE,Prost Peugeot,18,14:27:35,28.491,28.491
1,15,Nick HeidfeldHEI,Prost Peugeot,19,14:28:51,33.520,33.520
1,11,Giancarlo FisichellaFIS,Benetton Playlife,19,14:28:51,24.228,24.228
1,12,Alexander WurzWUR,Benetton Playlife,20,14:30:25,25.281,25.281
1,6,Jarno TrulliTRU,Jordan Mugen Honda,21,14:31:15,25.015,25.015
1,20,Marc GeneGEN,Minardi Fondmetal,21,14:31:50,26.192,26.192
1,22,Jacques VilleneuveVIL,BAR Honda,22,14:32:31,25.798,25.798
1,9,Ralf SchumacherRSC,Williams BMW,22,14:32:36,27.262,27.262
1,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,22,14:32:36,24.524,24.524
1,1,Mika HakkinenHAK,McLaren Mercedes,23,14:33:36,25.659,25.659
1,10,Jenson ButtonBUT,Williams BMW,23,14:33:59,25.681,25.681
1,7,Eddie IrvineIRV,Jaguar Cosworth,23,14:34:18,1:03.878,1:03.878
1,19,Jos VerstappenVER,Arrows Supertec,23,14:34:26,25.387,25.387
1,21,Gaston MazzacaneMAZ,Minardi Fondmetal,23,14:34:45,25.612,25.612
1,3,Michael SchumacherMSC,Ferrari,24,14:34:47,26.297,26.297
1,17,Mika SaloSAL,Sauber Petronas,24,14:35:41,28.170,28.170
1,18,Pedro de la RosaDLR,Arrows Supertec,24,14:35:47,26.036,26.036
1,2,David CoulthardCOU,McLaren Mercedes,25,14:36:16,24.473,24.473
1,4,Rubens BarrichelloBAR,Ferrari,25,14:36:18,24.989,24.989
1,16,Pedro DinizDIN,Sauber Petronas,27,14:40:04,24.244,24.244
2,10,Jenson ButtonBUT,Williams BMW,39,14:56:15,25.402,51.083
2,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,40,14:57:35,26.544,51.068
2,18,Pedro de la RosaDLR,Arrows Supertec,40,14:58:13,24.050,50.086
2,6,Jarno TrulliTRU,Jordan Mugen Honda,42,15:00:11,26.205,51.220
2,1,Mika HakkinenHAK,McLaren Mercedes,43,15:00:56,26.472,52.131
2,3,Michael SchumacherMSC,Ferrari,43,15:00:56,24.338,50.635
2,22,Jacques VilleneuveVIL,BAR Honda,43,15:01:30,25.999,51.797
2,11,Giancarlo FisichellaFIS,Benetton Playlife,43,15:01:57,26.310,50.538
2,4,Rubens BarrichelloBAR,Ferrari,44,15:02:17,33.790,58.779
2,7,Eddie IrvineIRV,Jaguar Cosworth,43,15:02:50,26.152,1:30.030
2,2,David CoulthardCOU,McLaren Mercedes,46,15:04:54,24.678,49.151
2,15,Nick HeidfeldHEI,Prost Peugeot,45,15:05:19,26.781,1:00.301
2,20,Marc GeneGEN,Minardi Fondmetal,45,15:05:39,24.471,50.663
2,17,Mika SaloSAL,Sauber Petronas,46,15:06:35,25.284,53.454
2,14,Jean AlesiALE,Prost Peugeot,46,15:07:00,26.005,54.496
2,9,Ralf SchumacherRSC,Williams BMW,47,15:07:06,25.574,52.836
2,16,Pedro DinizDIN,Sauber Petronas,47,15:07:59,25.040,49.284
3,7,Eddie IrvineIRV,Jaguar Cosworth,59,15:24:53,24.137,1:54.167
3,15,Nick HeidfeldHEI,Prost Peugeot,60,15:26:26,23.822,1:24.123
4,7,Eddie IrvineIRV,Jaguar Cosworth,68,15:37:28,23.961,2:18.128
