Pos,No,Driver,Car,Time
1,28,Didier PironiPIR,Ferrari,1:27.509
2,16,Rene ArnouxARN,Renault,1:27.895
3,15,Alain ProstPRO,Renault,1:28.563
4,1,Nelson PiquetPIQ,Brabham Ford,1:28.663
5,23,Bruno GiacomelliGIA,Alfa Romeo,1:28.740
6,7,John WatsonWAT,McLaren Ford,1:28.822
7,6,Keke RosbergROS,Williams Ford,1:28.874
8,2,Riccardo PatresePAT,Brabham Ford,1:28.999
9,22,Andrea de CesarisDEC,Alfa Romeo,1:29.183
10,11,Elio de AngelisDEA,Lotus Ford,1:29.228
11,8,Niki LaudaLAU,McLaren Ford,1:29.544
12,25,Eddie  CheeverCHE,Ligier Matra,1:29.590
13,5,Derek DalyDAL,Williams Ford,1:29.883
14,12,Nigel MansellMAN,Lotus Ford,1:30.048
15,3,Michele AlboretoALB,Tyrrell Ford,1:30.146
16,29,Marc SurerSUR,Arrows Ford,1:30.518
17,30,Mauro BaldiBAL,Arrows Ford,1:30.599
18,31,Jean-Pierre JarierJAR,Osella Ford,1:30.717
19,26,Jacques LaffiteLAF,Ligier Matra,1:30.946
20,14,Roberto GuerreroGUE,Ensign Ford,1:31.235
21,18,Raul BoeselBOE,March Ford,1:31.759
22,17,Jochen MassMAS,March Ford,1:31.861
23,32,Riccardo PalettiPAL,Osella Ford,1:31.901
24,10,Eliseo SalazarSAL,ATS Ford,1:32.203
25,33,Geoff LeesLEE,Theodore Ford,1:32.205
26,4,Brian HentonHEN,Tyrrell Ford,1:32.325
