Pos,No,Driver,Car,Time
1,28,Mario AndrettiAND,Ferrari,1:28.473
2,1,Nelson PiquetPIQ,Brabham Ford,1:28.508
3,27,Patrick TambayTAM,Ferrari,1:28.830
4,2,Riccardo PatresePAT,Brabham Ford,1:29.898
5,15,Alain ProstPRO,Renault,1:30.026
6,16,Rene ArnouxARN,Renault,1:30.097
7,6,Keke RosbergROS,Williams Ford,1:31.834
8,23,Bruno GiacomelliGIA,Alfa Romeo,1:32.352
9,22,Andrea de CesarisDEC,Alfa Romeo,1:32.546
10,8,Niki LaudaLAU,McLaren Ford,1:32.782
11,3,Michele AlboretoALB,Tyrrell Ford,1:33.134
12,7,John WatsonWAT,McLaren Ford,1:33.185
13,5,Derek DalyDAL,Williams Ford,1:33.333
14,25,Eddie  CheeverCHE,Ligier Matra,1:33.377
15,31,Jean-Pierre JarierJAR,Osella Ford,1:33.531
16,35,Derek WarwickWAR,Toleman Hart,1:33.628
17,11,Elio de AngelisDEA,Lotus Ford,1:33.629
18,14,Roberto GuerreroGUE,Ensign Ford,1:34.058
19,29,Marc SurerSUR,Arrows Ford,1:34.343
20,4,Brian HentonHEN,Tyrrell Ford,1:34.379
21,26,Jacques LaffiteLAF,Ligier Matra,1:34.659
22,36,Teo FabiFAB,Toleman Hart,1:34.780
23,12,Nigel MansellMAN,Lotus Ford,1:34.964
24,30,Mauro BaldiBAL,Arrows Ford,1:34.977
25,10,Eliseo SalazarSAL,ATS Ford,1:34.991
26,20,Chico SerraSER,Fittipaldi Ford,1:35.230
