Pos,No,Driver,Car,Time
1,28,Didier PironiPIR,Ferrari,1:47.947
2,15,Alain ProstPRO,Renault,1:48.890
3,16,Rene ArnouxARN,Renault,1:49.256
4,1,Nelson PiquetPIQ,Brabham Ford,1:49.415
5,27,Patrick TambayTAM,Ferrari,1:49.570
6,2,Riccardo PatresePAT,Brabham Ford,1:49.760
7,3,Michele AlboretoALB,Tyrrell Ford,1:52.625
8,22,Andrea de CesarisDEC,Alfa Romeo,1:52.786
9,6,Keke RosbergROS,Williams Ford,1:52.892
10,7,John WatsonWAT,McLaren Ford,1:53.073
11,23,Bruno GiacomelliGIA,Alfa Romeo,1:53.887
12,25,Eddie  CheeverCHE,Ligier Matra,1:54.211
13,11,Elio de AngelisDEA,Lotus Ford,1:54.476
14,35,Derek WarwickWAR,Toleman Hart,1:54.594
15,26,Jacques LaffiteLAF,Ligier Matra,1:54.982
16,9,Manfred WinkelhockWIN,ATS Ford,1:55.223
17,4,Brian HentonHEN,Tyrrell Ford,1:55.474
18,12,Nigel MansellMAN,Lotus Ford,1:55.866
19,5,Derek DalyDAL,Williams Ford,1:55.876
20,31,Jean-Pierre JarierJAR,Osella Ford,1:56.250
21,14,Roberto GuerreroGUE,Ensign Ford,1:56.489
22,10,Eliseo SalazarSAL,ATS Ford,1:56.537
23,30,Mauro BaldiBAL,Arrows Ford,1:56.680
24,18,Raul BoeselBOE,March Ford,1:57.245
25,20,Chico SerraSER,Fittipaldi Ford,1:57.337
26,29,Marc SurerSUR,Arrows Ford,1:57.402
