Pos,No,Driver,Car,Time
1,15,Alain ProstPRO,Renault,1:15.701
2,16,Rene ArnouxARN,Renault,1:15.730
3,6,Keke RosbergROS,Williams Ford,1:15.847
4,8,Niki LaudaLAU,McLaren Ford,1:16.049
5,3,Michele AlboretoALB,Tyrrell Ford,1:16.308
6,22,Andrea de CesarisDEC,Alfa Romeo,1:16.575
7,12,Nigel MansellMAN,Lotus Ford,1:16.944
8,1,Nelson PiquetPIQ,Brabham Ford,1:17.124
9,2,Riccardo PatresePAT,Brabham Ford,1:17.126
10,7,John WatsonWAT,McLaren Ford,1:17.144
11,11,Elio de AngelisDEA,Lotus Ford,1:17.762
12,9,Manfred WinkelhockWIN,ATS Ford,1:17.879
13,5,Derek DalyDAL,Williams Ford,1:18.194
14,25,Eddie  CheeverCHE,Ligier Matra,1:18.301
15,23,Bruno GiacomelliGIA,Alfa Romeo,1:18.371
16,31,Jean-Pierre JarierJAR,Osella Ford,1:18.403
17,26,Jacques LaffiteLAF,Ligier Matra,1:18.565
18,10,Eliseo SalazarSAL,ATS Ford,1:18.967
19,35,Derek WarwickWAR,Toleman Hart,1:18.985
20,4,Brian HentonHEN,Tyrrell Ford,1:19.150
21,36,Teo FabiFAB,Toleman Hart,1:19.300
22,29,Marc SurerSUR,Arrows Ford,1:19.584
23,20,Chico SerraSER,Fittipaldi Ford,1:19.598
24,18,Raul BoeselBOE,March Ford,1:19.621
25,17,Jochen MassMAS,March Ford,1:19.777
26,30,Mauro BaldiBAL,Arrows Ford,1:19.815
