Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:34.406
2,15,Alain ProstPRO,Renault,1:34.688
3,28,Didier PironiPIR,Ferrari,1:35.790
4,2,Riccardo PatresePAT,Brabham Ford,1:35.811
5,27,Patrick TambayTAM,Ferrari,1:35.905
6,1,Nelson PiquetPIQ,Brabham Ford,1:36.359
7,22,Andrea de CesarisDEC,Alfa Romeo,1:37.573
8,23,Bruno GiacomelliGIA,Alfa Romeo,1:37.705
9,8,Niki LaudaLAU,McLaren Ford,1:37.778
10,6,Keke RosbergROS,Williams Ford,1:37.780
11,5,Derek DalyDAL,Williams Ford,1:38.767
12,7,John WatsonWAT,McLaren Ford,1:38.944
13,11,Elio de AngelisDEA,Lotus Ford,1:39.118
14,35,Derek WarwickWAR,Toleman Hart,1:39.306
15,3,Michele AlboretoALB,Tyrrell Ford,1:39.330
16,26,Jacques LaffiteLAF,Ligier Matra,1:39.605
17,31,Jean-Pierre JarierJAR,Osella Ford,1:39.909
18,9,Manfred WinkelhockWIN,ATS Ford,1:39.917
19,25,Eddie  CheeverCHE,Ligier Matra,1:40.187
20,29,Marc SurerSUR,Arrows Ford,1:40.335
21,36,Teo FabiFAB,Toleman Hart,1:40.421
22,10,Eliseo SalazarSAL,ATS Ford,1:40.673
23,4,Brian HentonHEN,Tyrrell Ford,1:40.852
24,12,Geoff LeesLEE,Lotus Ford,1:40.974
25,30,Mauro BaldiBAL,Arrows Ford,1:40.997
26,17,Jochen MassMAS,March Ford,1:41.579
