Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:23.281
2,2,Riccardo PatresePAT,Brabham Ford,1:23.791
3,23,Bruno GiacomelliGIA,Alfa Romeo,1:23.939
4,15,Alain ProstPRO,Renault,1:24.439
5,28,Didier PironiPIR,Ferrari,1:24.585
6,6,Keke RosbergROS,Williams Ford,1:24.649
7,22,Andrea de CesarisDEC,Alfa Romeo,1:24.928
8,5,Derek DalyDAL,Williams Ford,1:25.390
9,3,Michele AlboretoALB,Tyrrell Ford,1:25.449
10,7,John WatsonWAT,McLaren Ford,1:25.583
11,12,Nigel MansellMAN,Lotus Ford,1:25.642
12,8,Niki LaudaLAU,McLaren Ford,1:25.838
13,1,Nelson PiquetPIQ,Brabham Ford,1:26.075
14,9,Manfred WinkelhockWIN,ATS Ford,1:26.260
15,11,Elio de AngelisDEA,Lotus Ford,1:26.456
16,25,Eddie  CheeverCHE,Ligier Matra,1:26.463
17,4,Brian HentonHEN,Tyrrell Ford,1:26.690
18,26,Jacques LaffiteLAF,Ligier Matra,1:27.007
19,29,Marc SurerSUR,Arrows Ford,1:27.019
20,10,Eliseo SalazarSAL,ATS Ford,1:27.022
