Pos,No,Driver,Car,Time
1,6,Keke RosbergROS,Williams Ford,1:09.540
2,2,Riccardo PatresePAT,Brabham Ford,1:09.627
3,1,Nelson PiquetPIQ,Brabham Ford,1:10.060
4,28,Didier PironiPIR,Ferrari,1:10.066
5,8,Niki LaudaLAU,McLaren Ford,1:10.638
6,16,Rene ArnouxARN,Renault,1:10.641
7,11,Elio de AngelisDEA,Lotus Ford,1:10.650
8,15,Alain ProstPRO,Renault,1:10.728
9,3,Michele AlboretoALB,Tyrrell Ford,1:10.892
10,5,Derek DalyDAL,Williams Ford,1:10.980
11,22,Andrea de CesarisDEC,Alfa Romeo,1:11.347
12,7,John WatsonWAT,McLaren Ford,1:11.418
13,27,Patrick TambayTAM,Ferrari,1:11.430
14,23,Bruno GiacomelliGIA,Alfa Romeo,1:11.502
15,36,Teo FabiFAB,Toleman Hart,1:11.728
16,35,Derek WarwickWAR,Toleman Hart,1:11.761
17,4,Brian HentonHEN,Tyrrell Ford,1:12.080
18,31,Jean-Pierre JarierJAR,Osella Ford,1:12.436
19,14,Roberto GuerreroGUE,Ensign Ford,1:12.668
20,26,Jacques LaffiteLAF,Ligier Matra,1:12.695
21,20,Chico SerraSER,Fittipaldi Ford,1:13.096
22,29,Marc SurerSUR,Arrows Ford,1:13.181
23,12,Nigel MansellMAN,Lotus Ford,1:13.212
24,25,Eddie  CheeverCHE,Ligier Matra,1:13.301
25,17,Jochen MassMAS,March Ford,1:13.622
26,30,Mauro BaldiBAL,Arrows Ford,1:13.721
