Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:14.233
2,15,Alain ProstPRO,Renault,1:14.660
3,1,Nelson PiquetPIQ,Brabham Ford,1:14.723
4,28,Didier PironiPIR,Ferrari,1:15.825
5,8,Niki LaudaLAU,McLaren Ford,1:15.832
6,27,Patrick TambayTAM,Ferrari,1:16.154
7,6,Keke RosbergROS,Williams Ford,1:16.260
8,23,Bruno GiacomelliGIA,Alfa Romeo,1:16.513
9,22,Andrea de CesarisDEC,Alfa Romeo,1:16.576
10,2,Riccardo PatresePAT,Brabham Ford,1:16.630
11,7,John WatsonWAT,McLaren Ford,1:16.700
12,5,Derek DalyDAL,Williams Ford,1:16.832
13,35,Derek WarwickWAR,Toleman Hart,1:17.094
14,3,Michele AlboretoALB,Tyrrell Ford,1:17.237
15,11,Elio de AngelisDEA,Lotus Ford,1:17.620
16,30,Mauro BaldiBAL,Arrows Ford,1:18.020
17,29,Marc SurerSUR,Arrows Ford,1:18.296
18,9,Manfred WinkelhockWIN,ATS Ford,1:18.352
19,20,Chico SerraSER,Fittipaldi Ford,1:18.438
20,4,Brian HentonHEN,Tyrrell Ford,1:18.476
21,26,Jacques LaffiteLAF,Ligier Matra,1:18.478
22,18,Raul BoeselBOE,March Ford,1:18.658
23,31,Jean-Pierre JarierJAR,Osella Ford,1:18.953
24,17,Jochen MassMAS,March Ford,1:19.083
25,10,Eliseo SalazarSAL,ATS Ford,1:19.120
26,33,Jan LammersLAM,Theodore Ford,1:19.274
