Pos,No,Driver,Car,Time
1,15,Alain ProstPRO,Renault,1:28.808
2,27,Gilles VilleneuveVIL,Ferrari,1:29.173
3,6,Keke RosbergROS,Williams Ford,1:29.358
4,16,Rene ArnouxARN,Renault,1:30.121
5,8,Niki LaudaLAU,McLaren Ford,1:30.152
6,5,Carlos ReutemannREU,Williams Ford,1:30.183
7,1,Nelson PiquetPIQ,Brabham Ford,1:30.281
8,28,Didier PironiPIR,Ferrari,1:30.655
9,2,Riccardo PatresePAT,Brabham Ford,1:30.967
10,22,Andrea de CesarisDEC,Alfa Romeo,1:31.229
11,11,Elio de AngelisDEA,Lotus Ford,1:31.790
12,7,John WatsonWAT,McLaren Ford,1:31.906
13,3,Michele AlboretoALB,Tyrrell Ford,1:31.991
14,12,Nigel MansellMAN,Lotus Ford,1:32.228
15,9,Manfred WinkelhockWIN,ATS Ford,1:32.524
16,23,Bruno GiacomelliGIA,Alfa Romeo,1:32.769
17,18,Raul BoeselBOE,March Ford,1:34.050
18,10,Eliseo SalazarSAL,ATS Ford,1:34.262
19,30,Mauro BaldiBAL,Arrows Ford,1:34.380
20,33,Derek DalyDAL,Theodore Ford,1:34.413
21,4,Slim BorguddBOR,Tyrrell Ford,1:35.020
22,17,Jochen MassMAS,March Ford,1:35.039
23,31,Jean-Pierre JarierJAR,Osella Ford,1:35.081
24,26,Jacques LaffiteLAF,Ligier Matra,1:35.084
25,20,Chico SerraSER,Fittipaldi Ford,1:35.246
26,25,Eddie  CheeverCHE,Ligier Matra,1:35.288
