Pos,No,Driver,Car,Time
1,1,Nelson PiquetPIQ,Brabham Ford,1:27.612
2,2,Riccardo PatresePAT,Brabham Ford,1:27.971
3,15,Alain ProstPRO,Renault,1:28.864
4,27,Patrick TambayTAM,Ferrari,1:29.522
5,16,Rene ArnouxARN,Renault,1:30.261
6,6,Keke RosbergROS,Williams Ford,1:30.300
7,11,Elio de AngelisDEA,Lotus Ford,1:31.626
8,3,Michele AlboretoALB,Tyrrell Ford,1:31.814
9,5,Derek DalyDAL,Williams Ford,1:32.062
10,8,Niki LaudaLAU,McLaren Ford,1:32.131
11,22,Andrea de CesarisDEC,Alfa Romeo,1:32.308
12,12,Nigel MansellMAN,Lotus Ford,1:32.881
13,23,Bruno GiacomelliGIA,Alfa Romeo,1:32.950
14,26,Jacques LaffiteLAF,Ligier Matra,1:32.957
15,35,Derek WarwickWAR,Toleman Hart,1:33.208
16,14,Roberto GuerreroGUE,Ensign Ford,1:33.555
17,36,Teo FabiFAB,Toleman Hart,1:33.971
18,7,John WatsonWAT,McLaren Ford,1:34.164
19,4,Brian HentonHEN,Tyrrell Ford,1:34.184
20,20,Chico SerraSER,Fittipaldi Ford,1:34.187
21,29,Marc SurerSUR,Arrows Ford,1:34.422
22,25,Eddie  CheeverCHE,Ligier Matra,1:34.620
23,30,Mauro BaldiBAL,Arrows Ford,1:34.715
24,17,Rupert KeeganKEE,March Ford,1:34.770
25,9,Manfred WinkelhockWIN,ATS Ford,1:34.984
26,33,Tommy ByrneBYR,Theodore Ford,1:34.985
