Pos,No,Driver,Car,Time
1,16,Rene ArnouxARN,Renault,1:06.351
2,1,Nelson PiquetPIQ,Brabham Ford,1:06.625
3,27,Gilles VilleneuveVIL,Ferrari,1:07.106
4,2,Riccardo PatresePAT,Brabham Ford,1:07.398
5,15,Alain ProstPRO,Renault,1:08.133
6,28,Didier PironiPIR,Ferrari,1:08.360
7,6,Keke RosbergROS,Williams Ford,1:08.892
8,5,Carlos ReutemannREU,Williams Ford,1:09.306
9,7,John WatsonWAT,McLaren Ford,1:09.736
10,3,Michele AlboretoALB,Tyrrell Ford,1:10.037
11,26,Jacques LaffiteLAF,Ligier Matra,1:10.241
12,10,Eliseo SalazarSAL,ATS Ford,1:10.624
13,8,Niki LaudaLAU,McLaren Ford,1:10.681
14,35,Derek WarwickWAR,Toleman Hart,1:10.685
15,11,Elio de AngelisDEA,Lotus Ford,1:10.685
16,22,Andrea de CesarisDEC,Alfa Romeo,1:10.952
17,25,Eddie  CheeverCHE,Ligier Matra,1:11.005
18,12,Nigel MansellMAN,Lotus Ford,1:11.227
19,23,Bruno GiacomelliGIA,Alfa Romeo,1:11.285
20,9,Manfred WinkelhockWIN,ATS Ford,1:11.808
21,18,Raul BoeselBOE,March Ford,1:12.077
22,17,Jochen MassMAS,March Ford,1:12.100
23,4,Slim BorguddBOR,Tyrrell Ford,1:12.366
24,33,Derek DalyDAL,Theodore Ford,1:13.418
25,20,Chico SerraSER,Fittipaldi Ford,1:13.467
26,31,Jean-Pierre JarierJAR,Osella Ford,1:13.834
